model,task,route_family,subspace_dim,budget_mode,n,rho_mean,movement_mean,safe_rate,minimal_energy_median
Qwen/Qwen2.5-0.5B,ambiguous_prompt,state_pca,4,same_fisher_output_energy,12,0.8844860484857712,0.13850718424256211,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_completion,delta_pca,1,same_epsilon,6,0.24764689152766653,0.00894023158131202,0.16666666666666666,0.0002779696360858529
Qwen/Qwen2.5-0.5B,decoder_completion,delta_pca,1,same_fisher_output_energy,6,0.24764689152766653,0.08104556200119835,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_completion,delta_pca,2,same_epsilon,6,0.3717259584781572,0.008707196581014801,0.3333333333333333,0.0004497641823867336
Qwen/Qwen2.5-0.5B,decoder_completion,delta_pca,2,same_fisher_output_energy,6,0.3717259584781572,0.10129603113417256,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_completion,delta_pca,4,same_epsilon,6,0.695937340290541,0.011737649370088884,0.3333333333333333,0.00034218715038549993
Qwen/Qwen2.5-0.5B,decoder_completion,delta_pca,4,same_fisher_output_energy,6,0.695937340290541,0.08608093696706676,0.5,0.005312500000000001
Qwen/Qwen2.5-0.5B,decoder_completion,random,1,same_epsilon,6,0.32942767105089504,0.01242208647254145,0.5,0.0004971688213045751
Qwen/Qwen2.5-0.5B,decoder_completion,random,1,same_fisher_output_energy,6,0.32942767105089504,0.08946184650622824,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_completion,random,2,same_epsilon,6,0.6142946227011546,0.00937847496564731,0.5,0.0003114034239596377
Qwen/Qwen2.5-0.5B,decoder_completion,random,2,same_fisher_output_energy,6,0.6142946227011546,0.11562777730731776,0.5,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_completion,random,4,same_epsilon,6,0.7921663528717544,0.012266940417536676,0.3333333333333333,0.0002639393540124032
Qwen/Qwen2.5-0.5B,decoder_completion,random,4,same_fisher_output_energy,6,0.7921663528717544,0.09199277639645632,0.5,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_completion,state_pca,1,same_epsilon,6,0.34788902233173696,0.018863536151606648,0.6666666666666666,0.00051427692547081
Qwen/Qwen2.5-0.5B,decoder_completion,state_pca,1,same_fisher_output_energy,6,0.34788902233173696,0.10057463467719557,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_completion,state_pca,2,same_epsilon,6,0.7276681245878743,0.017373802122029953,0.6666666666666666,0.0004092554302142507
Qwen/Qwen2.5-0.5B,decoder_completion,state_pca,2,same_fisher_output_energy,6,0.7276681245878743,0.09867069393794775,0.5,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_completion,state_pca,4,same_epsilon,6,0.8637245267962191,0.014953343263556573,0.5,0.00039193070367698525
Qwen/Qwen2.5-0.5B,decoder_completion,state_pca,4,same_fisher_output_energy,6,0.8637245267962191,0.11070994718354887,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_qa_completion,delta_pca,1,same_epsilon,12,0.27786800822777685,0.006994812455838592,0.16666666666666666,0.001161505118581641
Qwen/Qwen2.5-0.5B,decoder_qa_completion,delta_pca,1,same_fisher_output_energy,12,0.27786800822777685,0.08738862381864138,0.4166666666666667,0.0025000000000000005
Qwen/Qwen2.5-0.5B,decoder_qa_completion,delta_pca,2,same_epsilon,12,0.6663082100731251,0.011067865406236811,0.4166666666666667,0.0005356459650443874
Qwen/Qwen2.5-0.5B,decoder_qa_completion,delta_pca,2,same_fisher_output_energy,12,0.6663082100731251,0.11740097358258124,0.5833333333333334,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_qa_completion,delta_pca,4,same_epsilon,12,0.8865867978046501,0.012100795451927085,0.5,0.00038247109933606856
Qwen/Qwen2.5-0.5B,decoder_qa_completion,delta_pca,4,same_fisher_output_energy,12,0.8865867978046501,0.14255336153739726,0.8333333333333334,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_qa_completion,random,1,same_epsilon,12,0.43818852012816345,0.01007012969179716,0.3333333333333333,0.0002808215041502679
Qwen/Qwen2.5-0.5B,decoder_qa_completion,random,1,same_fisher_output_energy,12,0.43818852012816345,0.11766792395032177,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_qa_completion,random,2,same_epsilon,12,0.6788379086837802,0.01020087052110443,0.4166666666666667,0.0005001686701091032
Qwen/Qwen2.5-0.5B,decoder_qa_completion,random,2,same_fisher_output_energy,12,0.6788379086837802,0.10589609937295831,0.5833333333333334,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_qa_completion,random,4,same_epsilon,12,0.8683265101081514,0.008112960911637627,0.16666666666666666,0.0006379148284488284
Qwen/Qwen2.5-0.5B,decoder_qa_completion,random,4,same_fisher_output_energy,12,0.8683265101081514,0.1160454766999031,0.5833333333333334,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_qa_completion,state_pca,1,same_epsilon,12,0.47986224168369307,0.013103646480683469,0.5,0.0005652550396989778
Qwen/Qwen2.5-0.5B,decoder_qa_completion,state_pca,1,same_fisher_output_energy,12,0.47986224168369307,0.11054931320995331,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,decoder_qa_completion,state_pca,2,same_epsilon,12,0.64641798393696,0.010260866993486426,0.4166666666666667,0.0006533613896885703
Qwen/Qwen2.5-0.5B,decoder_qa_completion,state_pca,2,same_fisher_output_energy,12,0.64641798393696,0.1080912137643451,0.5,0.0015625000000000003
Qwen/Qwen2.5-0.5B,decoder_qa_completion,state_pca,4,same_epsilon,12,0.9300713088771378,0.013470867922909796,0.5833333333333334,0.0004147414781145063
Qwen/Qwen2.5-0.5B,decoder_qa_completion,state_pca,4,same_fisher_output_energy,12,0.9300713088771378,0.0941411819928263,0.75,0.0006250000000000001
Qwen/Qwen2.5-0.5B,factual_error_prompt,delta_pca,1,same_epsilon,12,0.23175097000301903,0.003909448674819881,0.08333333333333333,0.00036020970506682096
Qwen/Qwen2.5-0.5B,factual_error_prompt,delta_pca,1,same_fisher_output_energy,12,0.23175097000301903,0.25245312290802385,0.3333333333333333,0.0025000000000000005
Qwen/Qwen2.5-0.5B,factual_error_prompt,delta_pca,2,same_epsilon,12,0.6884626110748394,0.007501299490114963,0.3333333333333333,0.000235869291128363
Qwen/Qwen2.5-0.5B,factual_error_prompt,delta_pca,2,same_fisher_output_energy,12,0.6884626110748394,0.1794342025948524,0.75,0.0006250000000000001
Qwen/Qwen2.5-0.5B,factual_error_prompt,delta_pca,4,same_epsilon,12,0.9392763082383491,0.008705522027465757,0.4166666666666667,0.00037389626788308255
Qwen/Qwen2.5-0.5B,factual_error_prompt,delta_pca,4,same_fisher_output_energy,12,0.9392763082383491,0.12800995584379193,0.9166666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,factual_error_prompt,random,1,same_epsilon,12,0.4315484057640769,0.00767164595744731,0.16666666666666666,0.0009284170151824143
Qwen/Qwen2.5-0.5B,factual_error_prompt,random,1,same_fisher_output_energy,12,0.4315484057640769,0.09780524091841603,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,factual_error_prompt,random,2,same_epsilon,12,0.5999497114715066,0.0044101431163138935,0.16666666666666666,0.0003379940085275785
Qwen/Qwen2.5-0.5B,factual_error_prompt,random,2,same_fisher_output_energy,12,0.5999497114715066,0.18571998800886294,0.5833333333333334,0.0006250000000000001
Qwen/Qwen2.5-0.5B,factual_error_prompt,random,4,same_epsilon,12,0.9384533304825747,0.00883927793767844,0.25,0.0006732973792046147
Qwen/Qwen2.5-0.5B,factual_error_prompt,random,4,same_fisher_output_energy,12,0.9384533304825747,0.1575349369099459,0.5833333333333334,0.0025000000000000005
Qwen/Qwen2.5-0.5B,factual_error_prompt,state_pca,1,same_epsilon,12,0.5757452645421971,0.011518456414317564,0.25,0.0003489025203992376
Qwen/Qwen2.5-0.5B,factual_error_prompt,state_pca,1,same_fisher_output_energy,12,0.5757452645421971,0.17101199612315274,0.8333333333333334,0.0006250000000000001
Qwen/Qwen2.5-0.5B,factual_error_prompt,state_pca,2,same_epsilon,12,0.8187733399158534,0.009596637581178414,0.25,0.00030357234916803325
Qwen/Qwen2.5-0.5B,factual_error_prompt,state_pca,2,same_fisher_output_energy,12,0.8187733399158534,0.1624038155747973,0.6666666666666666,0.0006250000000000001
Qwen/Qwen2.5-0.5B,factual_error_prompt,state_pca,4,same_epsilon,12,0.9221586246396606,0.010975863435212348,0.25,0.0006609534561061123
Qwen/Qwen2.5-0.5B,factual_error_prompt,state_pca,4,same_fisher_output_energy,12,0.9221586246396606,0.18717072378166777,0.75,0.0006250000000000001
Qwen/Qwen2.5-0.5B,masked_factual_cloze,delta_pca,1,same_epsilon,12,0.257155086092756,0.0036380829251652183,0.08333333333333333,0.0007242248704033738
Qwen/Qwen2.5-0.5B,masked_factual_cloze,delta_pca,1,same_fisher_output_energy,12,0.257155086092756,0.11955875855371058,0.5,0.0006250000000000001
Qwen/Qwen2.5-0.5B,masked_factual_cloze,delta_pca,2,same_epsilon,12,0.553600672743873,0.0052985187313111986,0.16666666666666666,0.0003392143970053883
Qwen/Qwen2.5-0.5B,masked_factual_cloze,delta_pca,2,same_fisher_output_energy,12,0.553600672743873,0.1508026344030919,0.5,0.0015625000000000003
Qwen/Qwen2.5-0.5B,masked_factual_cloze,delta_pca,4,same_epsilon,12,0.8408952459574167,0.005973348059412427,0.16666666666666666,0.0004787526181380346
Qwen/Qwen2.5-0.5B,masked_factual_cloze,delta_pca,4,same_fisher_output_energy,12,0.8408952459574167,0.14079799159861892,0.5,0.0015625000000000003
Qwen/Qwen2.5-0.5B,masked_factual_cloze,random,1,same_epsilon,12,0.20780189644600733,0.00382966726297213,0.08333333333333333,0.00017940502611158565
Qwen/Qwen2.5-0.5B,masked_factual_cloze,random,1,same_fisher_output_energy,12,0.20780189644600733,0.10118307286992805,0.4166666666666667,0.0015625000000000003
Qwen/Qwen2.5-0.5B,masked_factual_cloze,random,2,same_epsilon,12,0.6838787341798817,0.003271543936050799,0.0,
Qwen/Qwen2.5-0.5B,masked_factual_cloze,random,2,same_fisher_output_energy,12,0.6838787341798817,0.18587727222821948,0.4166666666666667,0.0025000000000000005
Qwen/Qwen2.5-0.5B,masked_factual_cloze,random,4,same_epsilon,12,0.8604757164109237,0.008569712481695491,0.08333333333333333,0.00013307862946111422
Qwen/Qwen2.5-0.5B,masked_factual_cloze,random,4,same_fisher_output_energy,12,0.8604757164109237,0.08343413173740725,0.3333333333333333,0.0025000000000000005
Qwen/Qwen2.5-0.5B,masked_factual_cloze,state_pca,1,same_epsilon,12,0.3656181258222279,0.006126968431228799,0.08333333333333333,0.0007975336587065383
Qwen/Qwen2.5-0.5B,masked_factual_cloze,state_pca,1,same_fisher_output_energy,12,0.3656181258222279,0.1634754620559202,0.4166666666666667,0.0006250000000000001
Qwen/Qwen2.5-0.5B,masked_factual_cloze,state_pca,2,same_epsilon,12,0.5711792765391628,0.009017288776278137,0.4166666666666667,0.00046530575719289606
Qwen/Qwen2.5-0.5B,masked_factual_cloze,state_pca,2,same_fisher_output_energy,12,0.5711792765391628,0.09844705365147116,0.5,0.0006250000000000001
Qwen/Qwen2.5-0.5B,masked_factual_cloze,state_pca,4,same_epsilon,12,0.8979768676331914,0.005730563370099644,0.16666666666666666,0.0014970322561002622
Qwen/Qwen2.5-0.5B,masked_factual_cloze,state_pca,4,same_fisher_output_energy,12,0.8979768676331914,0.0795010621564522,0.5833333333333334,0.0006250000000000001
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,delta_pca,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,delta_pca,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,delta_pca,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,random,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,random,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,random,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,state_pca,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,state_pca,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,ambiguous_prompt,state_pca,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,delta_pca,1,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,delta_pca,2,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,delta_pca,4,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,random,1,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,random,2,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,random,4,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,state_pca,1,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,state_pca,2,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_completion,state_pca,4,same_epsilon,6,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,delta_pca,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,delta_pca,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,delta_pca,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,random,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,random,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,random,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,state_pca,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,state_pca,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,decoder_qa_completion,state_pca,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,delta_pca,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,delta_pca,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,delta_pca,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,random,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,random,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,random,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,state_pca,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,state_pca,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,factual_error_prompt,state_pca,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,delta_pca,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,delta_pca,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,delta_pca,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,random,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,random,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,random,4,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,state_pca,1,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,state_pca,2,same_epsilon,12,0.0,0.0,0.0,
Qwen/Qwen2.5-1.5B-Instruct,masked_factual_cloze,state_pca,4,same_epsilon,12,0.0,0.0,0.0,
distilgpt2,ambiguous_prompt,delta_pca,1,same_epsilon,12,0.15594554761354693,0.0024711881338735225,0.0,
distilgpt2,ambiguous_prompt,delta_pca,1,same_fisher_output_energy,12,0.15594554761354693,0.07743763131811922,0.25,0.0025000000000000005
distilgpt2,ambiguous_prompt,delta_pca,2,same_epsilon,12,0.5646465578097052,0.002726057385023901,0.0,
distilgpt2,ambiguous_prompt,delta_pca,2,same_fisher_output_energy,12,0.5646465578097052,0.08167748166558146,0.16666666666666666,0.010000000000000002
distilgpt2,ambiguous_prompt,delta_pca,4,same_epsilon,12,0.7698673276994928,0.0021790446440679615,0.0,
distilgpt2,ambiguous_prompt,delta_pca,4,same_fisher_output_energy,12,0.7698673276994928,0.09367717590247404,0.4166666666666667,0.0006250000000000001
distilgpt2,ambiguous_prompt,random,1,same_epsilon,12,0.2821988773480642,0.004071792750765112,0.08333333333333333,6.243235863416341e-05
distilgpt2,ambiguous_prompt,random,1,same_fisher_output_energy,12,0.2821988773480642,0.1126099688815624,0.5,0.0006250000000000001
distilgpt2,ambiguous_prompt,random,2,same_epsilon,12,0.5663317710053875,0.0046386014320048225,0.0,
distilgpt2,ambiguous_prompt,random,2,same_fisher_output_energy,12,0.5663317710053875,0.10647183065933034,0.4166666666666667,0.0025000000000000005
distilgpt2,ambiguous_prompt,random,4,same_epsilon,12,0.7629298285251623,0.0035524607882465495,0.08333333333333333,0.00018586236321522658
distilgpt2,ambiguous_prompt,random,4,same_fisher_output_energy,12,0.7629298285251623,0.07560093317576315,0.5,0.0006250000000000001
distilgpt2,ambiguous_prompt,state_pca,1,same_epsilon,12,0.3731994966970648,0.004369183872847032,0.08333333333333333,0.00011493896427818798
distilgpt2,ambiguous_prompt,state_pca,1,same_fisher_output_energy,12,0.3731994966970648,0.0848308745979524,0.5833333333333334,0.0006250000000000001
distilgpt2,ambiguous_prompt,state_pca,2,same_epsilon,12,0.5505110822334883,0.003756318576634795,0.0,
distilgpt2,ambiguous_prompt,state_pca,2,same_fisher_output_energy,12,0.5505110822334883,0.10265908576697465,0.5833333333333334,0.0006250000000000001
distilgpt2,ambiguous_prompt,state_pca,4,same_epsilon,12,0.8049722062777215,0.0034199382175861895,0.08333333333333333,0.00011894565907743502
distilgpt2,ambiguous_prompt,state_pca,4,same_fisher_output_energy,12,0.8049722062777215,0.11434527547446095,0.5833333333333334,0.0006250000000000001
distilgpt2,decoder_completion,delta_pca,1,same_epsilon,6,0.6106346787078233,0.002314185420197105,0.0,
distilgpt2,decoder_completion,delta_pca,1,same_fisher_output_energy,6,0.6106346787078233,0.18619492681304248,0.5,0.0015625000000000003
distilgpt2,decoder_completion,delta_pca,2,same_epsilon,6,0.6930251839934333,0.0012438059077069976,0.0,
distilgpt2,decoder_completion,delta_pca,2,same_fisher_output_energy,6,0.6930251839934333,0.18786460461548907,0.6666666666666666,0.0006250000000000001
distilgpt2,decoder_completion,delta_pca,4,same_epsilon,6,0.9738701459661557,0.002219781243720631,0.0,
distilgpt2,decoder_completion,delta_pca,4,same_fisher_output_energy,6,0.9738701459661557,0.18773823511650367,0.8333333333333334,0.0006250000000000001
distilgpt2,decoder_completion,random,1,same_epsilon,6,0.5217322407317317,0.0021558446997571104,0.0,
distilgpt2,decoder_completion,random,1,same_fisher_output_energy,6,0.5217322407317317,0.058481182091378724,0.3333333333333333,0.0025000000000000005
distilgpt2,decoder_completion,random,2,same_epsilon,6,0.7158369950276802,0.0012328609981824938,0.0,
distilgpt2,decoder_completion,random,2,same_fisher_output_energy,6,0.7158369950276802,0.15735190671374663,0.3333333333333333,0.0025000000000000005
distilgpt2,decoder_completion,random,4,same_epsilon,6,0.9668591269044806,0.0011698098739964847,0.0,
distilgpt2,decoder_completion,random,4,same_fisher_output_energy,6,0.9668591269044806,0.0603485741329866,0.5,0.0025000000000000005
distilgpt2,decoder_completion,state_pca,1,same_epsilon,6,0.5046063149872057,0.0016974329532881485,0.0,
distilgpt2,decoder_completion,state_pca,1,same_fisher_output_energy,6,0.5046063149872057,0.049971615317218804,0.5,0.0025000000000000005
distilgpt2,decoder_completion,state_pca,2,same_epsilon,6,0.7048727464184553,0.0014876977900274886,0.0,
distilgpt2,decoder_completion,state_pca,2,same_fisher_output_energy,6,0.7048727464184553,0.045388025829403954,0.16666666666666666,0.0025000000000000005
distilgpt2,decoder_completion,state_pca,4,same_epsilon,6,0.9960862418698304,0.003846506165419599,0.16666666666666666,0.0008584234295086713
distilgpt2,decoder_completion,state_pca,4,same_fisher_output_energy,6,0.9960862418698304,0.05771137415124339,0.3333333333333333,0.0025000000000000005
distilgpt2,decoder_qa_completion,delta_pca,1,same_epsilon,12,0.4646011348908872,0.002549084045520588,0.0,
distilgpt2,decoder_qa_completion,delta_pca,1,same_fisher_output_energy,12,0.4646011348908872,0.26716950417265,0.5,0.0006250000000000001
distilgpt2,decoder_qa_completion,delta_pca,2,same_epsilon,12,0.7427956493095591,0.0017912772575063868,0.0,
distilgpt2,decoder_qa_completion,delta_pca,2,same_fisher_output_energy,12,0.7427956493095591,0.1654737387158189,0.4166666666666667,0.0025000000000000005
distilgpt2,decoder_qa_completion,delta_pca,4,same_epsilon,12,0.8618826383932053,0.002244068758982704,0.0,
distilgpt2,decoder_qa_completion,delta_pca,4,same_fisher_output_energy,12,0.8618826383932053,0.15576253222158948,0.5,0.0015625000000000003
distilgpt2,decoder_qa_completion,random,1,same_epsilon,12,0.4472450256342737,0.003129595835212722,0.08333333333333333,0.0006644839467561839
distilgpt2,decoder_qa_completion,random,1,same_fisher_output_energy,12,0.4472450256342737,0.2763685219647107,0.5833333333333334,0.0006250000000000001
distilgpt2,decoder_qa_completion,random,2,same_epsilon,12,0.7232360790997457,0.0029000041126677222,0.08333333333333333,0.00029259844315782503
distilgpt2,decoder_qa_completion,random,2,same_fisher_output_energy,12,0.7232360790997457,0.22072271449037736,0.6666666666666666,0.0006250000000000001
distilgpt2,decoder_qa_completion,random,4,same_epsilon,12,0.8976123278210033,0.001705646062802463,0.0,
distilgpt2,decoder_qa_completion,random,4,same_fisher_output_energy,12,0.8976123278210033,0.3164006868774311,0.5,0.0006250000000000001
distilgpt2,decoder_qa_completion,state_pca,1,same_epsilon,12,0.36603601685531695,0.003473300884679349,0.08333333333333333,0.0005445544648839263
distilgpt2,decoder_qa_completion,state_pca,1,same_fisher_output_energy,12,0.36603601685531695,0.3002210610787271,0.5,0.0006250000000000001
distilgpt2,decoder_qa_completion,state_pca,2,same_epsilon,12,0.6529108981216196,0.004078817562777492,0.08333333333333333,0.0006396188932936602
distilgpt2,decoder_qa_completion,state_pca,2,same_fisher_output_energy,12,0.6529108981216196,0.238860819467317,0.5833333333333334,0.0006250000000000001
distilgpt2,decoder_qa_completion,state_pca,4,same_epsilon,12,0.8930240451045623,0.003399397840578125,0.0,
distilgpt2,decoder_qa_completion,state_pca,4,same_fisher_output_energy,12,0.8930240451045623,0.19176413679300872,0.5,0.0006250000000000001
distilgpt2,factual_error_prompt,delta_pca,1,same_epsilon,12,0.5557638936116045,0.003693367074650062,0.0,
distilgpt2,factual_error_prompt,delta_pca,1,same_fisher_output_energy,12,0.5557638936116045,0.12076141220579485,0.6666666666666666,0.0006250000000000001
distilgpt2,factual_error_prompt,delta_pca,2,same_epsilon,12,0.8127926228891073,0.002892923544002543,0.0,
distilgpt2,factual_error_prompt,delta_pca,2,same_fisher_output_energy,12,0.8127926228891073,0.13268792943560578,0.6666666666666666,0.0006250000000000001
distilgpt2,factual_error_prompt,delta_pca,4,same_epsilon,12,0.9535132270225334,0.003097435849246716,0.0,
distilgpt2,factual_error_prompt,delta_pca,4,same_fisher_output_energy,12,0.9535132270225334,0.22592307326564984,0.5,0.0006250000000000001
distilgpt2,factual_error_prompt,random,1,same_epsilon,12,0.4935652446379557,0.0033265547515859417,0.0,
distilgpt2,factual_error_prompt,random,1,same_fisher_output_energy,12,0.4935652446379557,0.12301559383593254,0.5833333333333334,0.0006250000000000001
