metric,group,method,eps,coverage,ci_low,median,ci_high
confidence_delta,correct_low,random_activation,0.4,,0.0,0.0,0.0
confidence_delta,correct_low,random_activation,0.8,,0.0,0.0,0.0
confidence_delta,correct_low,standard_delta_pca,0.025,,0.0,0.0,0.0
confidence_delta,correct_low,standard_delta_pca,0.05,,0.0,0.0,0.0
confidence_delta,correct_low,standard_delta_pca,0.1,,0.0,0.0,0.0
confidence_delta,correct_low,standard_delta_pca,0.2,,0.0,0.0,0.0
confidence_delta,correct_low,standard_delta_pca,0.4,,0.0,0.0,0.0
confidence_delta,correct_low,standard_delta_pca,0.8,,0.0,0.0,0.0
confidence_delta,correct_low,temperature_1.25,0.0,,0.0,0.0,0.0
confidence_delta,correct_low,temperature_1.5,0.0,,0.0,0.0,0.0
confidence_delta,correct_low,temperature_2,0.0,,0.0,0.0,0.0
confidence_delta,correct_low,wrong_logit_gradient_normed,0.025,,0.0,0.0,0.0
confidence_delta,correct_low,wrong_logit_gradient_normed,0.05,,0.0,0.0,0.0
confidence_delta,correct_low,wrong_logit_gradient_normed,0.1,,0.0,0.0,0.0
confidence_delta,correct_low,wrong_logit_gradient_normed,0.2,,0.0,0.0,0.0
confidence_delta,correct_low,wrong_logit_gradient_normed,0.4,,0.0,0.0,0.0
confidence_delta,correct_low,wrong_logit_gradient_normed,0.8,,0.0,0.0,0.0
confidence_delta,wrong_low,accessible_rho,0.025,,0.0,0.0,0.0
confidence_delta,wrong_low,accessible_rho,0.05,,0.0,0.0,0.0
confidence_delta,wrong_low,accessible_rho,0.1,,0.0,0.0,0.0
confidence_delta,wrong_low,accessible_rho,0.2,,0.0,0.0,0.0
confidence_delta,wrong_low,accessible_rho,0.4,,0.0,0.0,0.0
confidence_delta,wrong_low,accessible_rho,0.8,,0.0,0.0,0.0
confidence_delta,wrong_low,low_rho,0.025,,0.0,0.0,0.0
confidence_delta,wrong_low,low_rho,0.05,,0.0,0.0,0.0
confidence_delta,wrong_low,low_rho,0.1,,0.0,0.0,0.0
confidence_delta,wrong_low,low_rho,0.2,,0.0,0.0,0.0
confidence_delta,wrong_low,low_rho,0.4,,0.0,0.0,0.0
confidence_delta,wrong_low,low_rho,0.8,,0.0,0.0,0.0
confidence_delta,wrong_low,projected_gradient,0.025,,0.0,0.0,0.0
confidence_delta,wrong_low,projected_gradient,0.05,,0.0,0.0,0.0
confidence_delta,wrong_low,projected_gradient,0.1,,0.0,0.0,0.0
confidence_delta,wrong_low,projected_gradient,0.2,,0.0,0.0,0.0
confidence_delta,wrong_low,projected_gradient,0.4,,0.0,0.0,0.0
confidence_delta,wrong_low,projected_gradient,0.8,,0.0,0.0,0.0
confidence_delta,wrong_low,random_activation,0.025,,0.0,0.0,0.0
confidence_delta,wrong_low,random_activation,0.05,,0.0,0.0,0.0
confidence_delta,wrong_low,random_activation,0.1,,0.0,0.0,0.0
confidence_delta,wrong_low,random_activation,0.2,,0.0,0.0,0.0
confidence_delta,wrong_low,random_activation,0.4,,0.0,0.0,0.0
confidence_delta,wrong_low,random_activation,0.8,,0.0,0.0,0.0
confidence_delta,wrong_low,standard_delta_pca,0.025,,0.0,0.0,0.0
confidence_delta,wrong_low,standard_delta_pca,0.05,,0.0,0.0,0.0
confidence_delta,wrong_low,standard_delta_pca,0.1,,0.0,0.0,0.0
confidence_delta,wrong_low,standard_delta_pca,0.2,,0.0,0.0,0.0
confidence_delta,wrong_low,standard_delta_pca,0.4,,0.0,0.0,0.0
confidence_delta,wrong_low,standard_delta_pca,0.8,,0.0,0.0,0.0
confidence_delta,wrong_low,temperature_1.25,0.0,,0.0,0.0,0.0
confidence_delta,wrong_low,temperature_1.5,0.0,,0.0,0.0,0.0
confidence_delta,wrong_low,temperature_2,0.0,,0.0,0.0,0.0
confidence_delta,wrong_low,wrong_logit_gradient_normed,0.025,,0.0,0.0,0.0
confidence_delta,wrong_low,wrong_logit_gradient_normed,0.05,,0.0,0.0,0.0
confidence_delta,wrong_low,wrong_logit_gradient_normed,0.1,,0.0,0.0,0.0
confidence_delta,wrong_low,wrong_logit_gradient_normed,0.2,,0.0,0.0,0.0
confidence_delta,wrong_low,wrong_logit_gradient_normed,0.4,,0.0,0.0,0.0
confidence_delta,wrong_low,wrong_logit_gradient_normed,0.8,,0.0,0.0,0.0
mean_confidence,base,none,,,0.25,0.25,0.25
semantic_drift_proxy_mean,correct_low,accessible_rho,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,accessible_rho,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,accessible_rho,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,accessible_rho,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,accessible_rho,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,accessible_rho,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,low_rho,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,low_rho,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,low_rho,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,low_rho,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,low_rho,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,low_rho,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,projected_gradient,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,projected_gradient,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,projected_gradient,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,projected_gradient,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,projected_gradient,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,projected_gradient,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,random_activation,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,random_activation,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,random_activation,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,random_activation,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,random_activation,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,random_activation,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,standard_delta_pca,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,standard_delta_pca,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,standard_delta_pca,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,standard_delta_pca,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,standard_delta_pca,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,standard_delta_pca,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,temperature_1.25,0.0,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,temperature_1.5,0.0,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,temperature_2,0.0,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,wrong_logit_gradient_normed,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,wrong_logit_gradient_normed,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,wrong_logit_gradient_normed,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,wrong_logit_gradient_normed,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,wrong_logit_gradient_normed,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,correct_low,wrong_logit_gradient_normed,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,accessible_rho,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,accessible_rho,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,accessible_rho,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,accessible_rho,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,accessible_rho,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,accessible_rho,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,low_rho,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,low_rho,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,low_rho,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,low_rho,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,low_rho,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,low_rho,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,projected_gradient,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,projected_gradient,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,projected_gradient,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,projected_gradient,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,projected_gradient,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,projected_gradient,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,random_activation,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,random_activation,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,random_activation,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,random_activation,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,random_activation,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,random_activation,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,standard_delta_pca,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,standard_delta_pca,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,standard_delta_pca,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,standard_delta_pca,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,standard_delta_pca,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,standard_delta_pca,0.8,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,temperature_1.25,0.0,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,temperature_1.5,0.0,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,temperature_2,0.0,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,wrong_logit_gradient_normed,0.025,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,wrong_logit_gradient_normed,0.05,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,wrong_logit_gradient_normed,0.1,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,wrong_logit_gradient_normed,0.2,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,wrong_logit_gradient_normed,0.4,,0.0,0.0,0.0
semantic_drift_proxy_mean,wrong_low,wrong_logit_gradient_normed,0.8,,0.0,0.0,0.0
