model,item_id,task_type,layer,route,rho,rank,objective,correct,confidence,outcome_group
distilgpt2,21,math,3,random,0.8513953888966714,1,decrease_wrong_confidence,0,0.8489738438335375,wrong_unassigned
distilgpt2,21,math,5,state_pca,0.9999151661012573,1,decrease_wrong_confidence,0,0.8489738438335375,wrong_unassigned
distilgpt2,21,math,5,delta_pca,0.8804214375385223,1,decrease_wrong_confidence,0,0.8489738438335375,wrong_unassigned
distilgpt2,21,math,5,random,2.3726193135148876e-06,1,decrease_wrong_confidence,0,0.8489738438335375,wrong_unassigned
distilgpt2,22,math,3,state_pca,0.933156330730862,1,increase_correct_confidence,1,0.8881070511117553,correct_unassigned
distilgpt2,22,math,3,delta_pca,0.8754004247151649,1,increase_correct_confidence,1,0.8881070511117553,correct_unassigned
distilgpt2,22,math,3,random,0.8737222430509934,1,increase_correct_confidence,1,0.8881070511117553,correct_unassigned
distilgpt2,22,math,5,state_pca,0.999341204381968,1,increase_correct_confidence,1,0.8881070511117553,correct_unassigned
distilgpt2,22,math,5,delta_pca,0.8873187532106231,1,increase_correct_confidence,1,0.8881070511117553,correct_unassigned
distilgpt2,22,math,5,random,0.001407333961498087,1,increase_correct_confidence,1,0.8881070511117553,correct_unassigned
distilgpt2,23,math,3,state_pca,0.9319874517899605,1,decrease_wrong_confidence,0,0.9102215531675134,wrong_unassigned
distilgpt2,23,math,3,delta_pca,0.8823461133144073,1,decrease_wrong_confidence,0,0.9102215531675134,wrong_unassigned
distilgpt2,23,math,3,random,0.8794994761597582,1,decrease_wrong_confidence,0,0.9102215531675134,wrong_unassigned
distilgpt2,23,math,5,state_pca,0.9946922461093152,1,decrease_wrong_confidence,0,0.9102215531675134,wrong_unassigned
distilgpt2,23,math,5,delta_pca,0.9048136218637974,1,decrease_wrong_confidence,0,0.9102215531675134,wrong_unassigned
distilgpt2,23,math,5,random,0.05279358949103055,1,decrease_wrong_confidence,0,0.9102215531675134,wrong_unassigned
distilgpt2,24,math,3,state_pca,0.9117412201215463,1,decrease_wrong_confidence,0,0.9794784781611107,wrong_unassigned
distilgpt2,24,math,3,delta_pca,0.8901998901171431,1,decrease_wrong_confidence,0,0.9794784781611107,wrong_unassigned
distilgpt2,24,math,3,random,0.8846283454410625,1,decrease_wrong_confidence,0,0.9794784781611107,wrong_unassigned
distilgpt2,24,math,5,state_pca,0.9879090681720224,1,decrease_wrong_confidence,0,0.9794784781611107,wrong_unassigned
distilgpt2,24,math,5,delta_pca,0.9581200549474358,1,decrease_wrong_confidence,0,0.9794784781611107,wrong_unassigned
distilgpt2,24,math,5,random,0.25938597590816276,1,decrease_wrong_confidence,0,0.9794784781611107,wrong_unassigned
distilgpt2,25,math,3,state_pca,0.9030498705003243,1,decrease_wrong_confidence,0,0.9457969167588098,wrong_unassigned
distilgpt2,25,math,3,delta_pca,0.8962275560448196,1,decrease_wrong_confidence,0,0.9457969167588098,wrong_unassigned
distilgpt2,25,math,3,random,0.8807492392487993,1,decrease_wrong_confidence,0,0.9457969167588098,wrong_unassigned
distilgpt2,25,math,5,state_pca,0.9945175535704788,1,decrease_wrong_confidence,0,0.9457969167588098,wrong_unassigned
distilgpt2,25,math,5,delta_pca,0.9421901980334576,1,decrease_wrong_confidence,0,0.9457969167588098,wrong_unassigned
distilgpt2,25,math,5,random,0.11070268359669146,1,decrease_wrong_confidence,0,0.9457969167588098,wrong_unassigned
distilgpt2,26,math,3,state_pca,0.919148170914679,1,decrease_wrong_confidence,0,0.9753298455774859,wrong_unassigned
distilgpt2,26,math,3,delta_pca,0.8796495644187132,1,decrease_wrong_confidence,0,0.9753298455774859,wrong_unassigned
distilgpt2,26,math,3,random,0.8683393915397067,1,decrease_wrong_confidence,0,0.9753298455774859,wrong_unassigned
distilgpt2,26,math,5,state_pca,0.983882400211182,1,decrease_wrong_confidence,0,0.9753298455774859,wrong_unassigned
distilgpt2,26,math,5,delta_pca,0.9528637281638948,1,decrease_wrong_confidence,0,0.9753298455774859,wrong_unassigned
distilgpt2,26,math,5,random,0.279680368543182,1,decrease_wrong_confidence,0,0.9753298455774859,wrong_unassigned
distilgpt2,27,math,3,state_pca,0.9151860167900118,1,decrease_wrong_confidence,0,0.9124473339102863,wrong_unassigned
distilgpt2,27,math,3,delta_pca,0.8703711085234668,1,decrease_wrong_confidence,0,0.9124473339102863,wrong_unassigned
distilgpt2,27,math,3,random,0.8628513101977474,1,decrease_wrong_confidence,0,0.9124473339102863,wrong_unassigned
distilgpt2,27,math,5,state_pca,0.9989320469926182,1,decrease_wrong_confidence,0,0.9124473339102863,wrong_unassigned
distilgpt2,27,math,5,delta_pca,0.914610799600173,1,decrease_wrong_confidence,0,0.9124473339102863,wrong_unassigned
distilgpt2,27,math,5,random,0.00918913433080907,1,decrease_wrong_confidence,0,0.9124473339102863,wrong_unassigned
distilgpt2,28,math,3,state_pca,0.9244259849272497,1,increase_correct_confidence,1,0.9768225515461838,correct_unassigned
distilgpt2,28,math,3,delta_pca,0.8687975179609067,1,increase_correct_confidence,1,0.9768225515461838,correct_unassigned
distilgpt2,28,math,3,random,0.8647546443763001,1,increase_correct_confidence,1,0.9768225515461838,correct_unassigned
distilgpt2,28,math,5,state_pca,0.9880839906669125,1,increase_correct_confidence,1,0.9768225515461838,correct_unassigned
distilgpt2,28,math,5,delta_pca,0.9549264893563663,1,increase_correct_confidence,1,0.9768225515461838,correct_unassigned
distilgpt2,28,math,5,random,0.20510074975286446,1,increase_correct_confidence,1,0.9768225515461838,correct_unassigned
distilgpt2,29,math,3,state_pca,0.9174929985017478,1,decrease_wrong_confidence,0,0.9483319185487287,wrong_unassigned
distilgpt2,29,math,3,delta_pca,0.8847414112900481,1,decrease_wrong_confidence,0,0.9483319185487287,wrong_unassigned
distilgpt2,29,math,3,random,0.8782481586680218,1,decrease_wrong_confidence,0,0.9483319185487287,wrong_unassigned
distilgpt2,29,math,5,state_pca,0.9949093130251297,1,decrease_wrong_confidence,0,0.9483319185487287,wrong_unassigned
distilgpt2,29,math,5,delta_pca,0.9429463901525452,1,decrease_wrong_confidence,0,0.9483319185487287,wrong_unassigned
distilgpt2,29,math,5,random,0.06691306306068977,1,decrease_wrong_confidence,0,0.9483319185487287,wrong_unassigned
distilgpt2,30,math,3,state_pca,0.9116209881597359,1,decrease_wrong_confidence,0,0.9317162880959372,wrong_unassigned
distilgpt2,30,math,3,delta_pca,0.8967103264424958,1,decrease_wrong_confidence,0,0.9317162880959372,wrong_unassigned
distilgpt2,30,math,3,random,0.9035233180132747,1,decrease_wrong_confidence,0,0.9317162880959372,wrong_unassigned
distilgpt2,30,math,5,state_pca,0.9832990943694996,1,decrease_wrong_confidence,0,0.9317162880959372,wrong_unassigned
distilgpt2,30,math,5,delta_pca,0.8993045001313249,1,decrease_wrong_confidence,0,0.9317162880959372,wrong_unassigned
distilgpt2,30,math,5,random,0.16451727158644947,1,decrease_wrong_confidence,0,0.9317162880959372,wrong_unassigned
distilgpt2,31,math,3,state_pca,0.9019101563292801,1,decrease_wrong_confidence,0,0.9233950596837918,wrong_unassigned
distilgpt2,31,math,3,delta_pca,0.9021538407907201,1,decrease_wrong_confidence,0,0.9233950596837918,wrong_unassigned
distilgpt2,31,math,3,random,0.8984417085263992,1,decrease_wrong_confidence,0,0.9233950596837918,wrong_unassigned
distilgpt2,31,math,5,state_pca,0.9863940376571718,1,decrease_wrong_confidence,0,0.9233950596837918,wrong_unassigned
distilgpt2,31,math,5,delta_pca,0.9279247447493054,1,decrease_wrong_confidence,0,0.9233950596837918,wrong_unassigned
distilgpt2,31,math,5,random,0.28753583037553804,1,decrease_wrong_confidence,0,0.9233950596837918,wrong_unassigned
distilgpt2,32,math,3,state_pca,0.9215848530090903,1,decrease_wrong_confidence,0,0.8861806862170862,wrong_unassigned
distilgpt2,32,math,3,delta_pca,0.881454904832681,1,decrease_wrong_confidence,0,0.8861806862170862,wrong_unassigned
distilgpt2,32,math,3,random,0.8825567409299099,1,decrease_wrong_confidence,0,0.8861806862170862,wrong_unassigned
distilgpt2,32,math,5,state_pca,0.9580717623086785,1,decrease_wrong_confidence,0,0.8861806862170862,wrong_unassigned
distilgpt2,32,math,5,delta_pca,0.9444960047936878,1,decrease_wrong_confidence,0,0.8861806862170862,wrong_unassigned
distilgpt2,32,math,5,random,0.6074385175921985,1,decrease_wrong_confidence,0,0.8861806862170862,wrong_unassigned
distilgpt2,33,math,3,state_pca,0.9168585754871698,1,decrease_wrong_confidence,0,0.8771131150650249,wrong_unassigned
distilgpt2,33,math,3,delta_pca,0.8767852388985569,1,decrease_wrong_confidence,0,0.8771131150650249,wrong_unassigned
distilgpt2,33,math,3,random,0.8823240956730579,1,decrease_wrong_confidence,0,0.8771131150650249,wrong_unassigned
distilgpt2,33,math,5,state_pca,0.9921052582135143,1,decrease_wrong_confidence,0,0.8771131150650249,wrong_unassigned
distilgpt2,33,math,5,delta_pca,0.9046838180071185,1,decrease_wrong_confidence,0,0.8771131150650249,wrong_unassigned
distilgpt2,33,math,5,random,0.11594282887916099,1,decrease_wrong_confidence,0,0.8771131150650249,wrong_unassigned
distilgpt2,34,math,3,state_pca,0.9259191863849842,1,increase_correct_confidence,1,0.9283044824440118,correct_unassigned
distilgpt2,34,math,3,delta_pca,0.8834772074355534,1,increase_correct_confidence,1,0.9283044824440118,correct_unassigned
distilgpt2,34,math,3,random,0.8932723504499306,1,increase_correct_confidence,1,0.9283044824440118,correct_unassigned
distilgpt2,34,math,5,state_pca,0.9855408520682787,1,increase_correct_confidence,1,0.9283044824440118,correct_unassigned
distilgpt2,34,math,5,delta_pca,0.8997163742598328,1,increase_correct_confidence,1,0.9283044824440118,correct_unassigned
distilgpt2,34,math,5,random,0.13597308814039014,1,increase_correct_confidence,1,0.9283044824440118,correct_unassigned
distilgpt2,35,math,3,state_pca,0.9110125644592261,1,decrease_wrong_confidence,0,0.9317464586513153,wrong_unassigned
distilgpt2,35,math,3,delta_pca,0.8960434327570241,1,decrease_wrong_confidence,0,0.9317464586513153,wrong_unassigned
distilgpt2,35,math,3,random,0.8994019301753484,1,decrease_wrong_confidence,0,0.9317464586513153,wrong_unassigned
distilgpt2,35,math,5,state_pca,0.9797552671389748,1,decrease_wrong_confidence,0,0.9317464586513153,wrong_unassigned
distilgpt2,35,math,5,delta_pca,0.9294027417319796,1,decrease_wrong_confidence,0,0.9317464586513153,wrong_unassigned
distilgpt2,35,math,5,random,0.317935941078331,1,decrease_wrong_confidence,0,0.9317464586513153,wrong_unassigned
distilgpt2,36,math,3,state_pca,0.9210546649513685,1,decrease_wrong_confidence,0,0.8645942209970598,wrong_unassigned
distilgpt2,36,math,3,delta_pca,0.8838143856525394,1,decrease_wrong_confidence,0,0.8645942209970598,wrong_unassigned
distilgpt2,36,math,3,random,0.8773886214116684,1,decrease_wrong_confidence,0,0.8645942209970598,wrong_unassigned
distilgpt2,36,math,5,state_pca,0.9956452384289654,1,decrease_wrong_confidence,0,0.8645942209970598,wrong_unassigned
distilgpt2,36,math,5,delta_pca,0.931188603555879,1,decrease_wrong_confidence,0,0.8645942209970598,wrong_unassigned
distilgpt2,36,math,5,random,0.0036927552206398764,1,decrease_wrong_confidence,0,0.8645942209970598,wrong_unassigned
distilgpt2,37,math,3,state_pca,0.9153946825673067,1,decrease_wrong_confidence,0,0.8822431374947965,wrong_unassigned
distilgpt2,37,math,3,delta_pca,0.8868973168585987,1,decrease_wrong_confidence,0,0.8822431374947965,wrong_unassigned
distilgpt2,37,math,3,random,0.8723130028520891,1,decrease_wrong_confidence,0,0.8822431374947965,wrong_unassigned
distilgpt2,37,math,5,state_pca,0.9906724253934259,1,decrease_wrong_confidence,0,0.8822431374947965,wrong_unassigned
distilgpt2,37,math,5,delta_pca,0.9389998463815049,1,decrease_wrong_confidence,0,0.8822431374947965,wrong_unassigned
distilgpt2,37,math,5,random,0.09348041783292026,1,decrease_wrong_confidence,0,0.8822431374947965,wrong_unassigned
distilgpt2,38,math,3,state_pca,0.929695819422828,1,decrease_wrong_confidence,0,0.8634122789617789,wrong_unassigned
distilgpt2,38,math,3,delta_pca,0.8712968901998985,1,decrease_wrong_confidence,0,0.8634122789617789,wrong_unassigned
distilgpt2,38,math,3,random,0.8589146976473028,1,decrease_wrong_confidence,0,0.8634122789617789,wrong_unassigned
distilgpt2,38,math,5,state_pca,0.9990776799353779,1,decrease_wrong_confidence,0,0.8634122789617789,wrong_unassigned
distilgpt2,38,math,5,delta_pca,0.9394513093808877,1,decrease_wrong_confidence,0,0.8634122789617789,wrong_unassigned
