outcome_group,method,eps,n,answer_preserved_rate,correct_after_rate,confidence_delta,wrong_confidence_reduced_rate,correct_confidence_increased_rate,overcorrection_rate,semantic_drift_proxy_mean,gold_probability_delta
correct_high,projected_gradient,0.05,122,1.0,1.0,0.0024950649267545533,0.0,0.8524590163934426,0.0,2.2564261324456804e-05,0.0024950649267545533
correct_high,projected_gradient,0.1,122,1.0,1.0,0.004844801891003336,0.0,0.9672131147540983,0.0,8.532362611230414e-05,0.004844801891003336
correct_high,projected_gradient,0.2,122,1.0,1.0,0.00908371676773223,0.0,1.0,0.0,0.000314626930401032,0.00908371676773223
correct_high,projected_gradient,0.4,122,1.0,1.0,0.016237735935337394,0.0,1.0,0.0,0.0011153133454487917,0.016237735935337394
correct_high,projected_gradient,0.8,122,1.0,1.0,0.026101639852949443,0.0,1.0,0.0,0.0034528199065940847,0.026101639852949443
correct_high,random_activation,0.025,122,1.0,1.0,1.0644584781949185e-05,0.0,0.13114754098360656,0.0,3.243808235371634e-07,1.0644584781949185e-05
correct_high,random_activation,0.05,122,1.0,1.0,1.8515241797412152e-05,0.0,0.1721311475409836,0.0,4.295979679852618e-07,1.8515241797412152e-05
correct_high,random_activation,0.1,122,1.0,1.0,3.145113446900716e-05,0.0,0.36885245901639346,0.0,8.361412428606936e-07,3.145113446900716e-05
correct_high,random_activation,0.2,122,1.0,1.0,4.3409511326530925e-05,0.0,0.4180327868852459,0.0,1.2698401827840348e-06,4.3409511326530925e-05
correct_high,random_activation,0.4,122,1.0,1.0,2.8001415458334122e-05,0.0,0.4262295081967213,0.0,2.6165281937186075e-06,2.8001415458334122e-05
correct_high,random_activation,0.8,122,1.0,1.0,4.418478716827767e-05,0.0,0.4344262295081967,0.0,9.257397978132383e-06,4.418478716827767e-05
correct_high,standard_delta_pca,0.025,122,1.0,1.0,-0.0002499851394099917,0.0,0.1885245901639344,0.0,9.63581860868465e-07,-0.0002499851394099917
correct_high,standard_delta_pca,0.05,122,1.0,1.0,-0.00042911077231244654,0.0,0.22950819672131148,0.0,1.329465921651459e-06,-0.00042911077231244654
correct_high,standard_delta_pca,0.1,122,1.0,1.0,-0.0008494023470683176,0.0,0.21311475409836064,0.0,3.4601754826203226e-06,-0.0008494023470683176
correct_high,standard_delta_pca,0.2,122,1.0,1.0,-0.0017927253528735587,0.0,0.23770491803278687,0.0,1.2693883068871972e-05,-0.0017927253528735587
correct_high,standard_delta_pca,0.4,122,1.0,1.0,-0.003682982278068514,0.0,0.22950819672131148,0.0,4.9259755406509125e-05,-0.003682982278068514
correct_high,standard_delta_pca,0.8,122,1.0,1.0,-0.007695194395175631,0.0,0.3770491803278688,0.0,0.00020446132094157488,-0.007695194395175631
correct_high,temperature_1.25,0.0,122,1.0,1.0,-0.03527591922763318,0.0,0.0,0.0,0.003305511479328931,-0.03527591922763318
correct_high,temperature_1.5,0.0,122,1.0,1.0,-0.07515681363931914,0.0,0.0,0.0,0.011734471986571078,-0.07515681363931914
correct_high,temperature_2,0.0,122,1.0,1.0,-0.15694615449780502,0.0,0.0,0.0,0.036192091362054965,-0.15694615449780502
correct_high,wrong_logit_gradient_normed,0.025,122,1.0,1.0,-0.0001078522610076238,0.0,0.28688524590163933,0.0,8.831503928289959e-07,-0.0001078522610076238
correct_high,wrong_logit_gradient_normed,0.05,122,1.0,1.0,-0.00035004489709022923,0.0,0.19672131147540983,0.0,1.0849050738304926e-06,-0.00035004489709022923
correct_high,wrong_logit_gradient_normed,0.1,122,1.0,1.0,-0.0007798332867458013,0.0,0.07377049180327869,0.0,2.6767136666056514e-06,-0.0007798332867458013
correct_high,wrong_logit_gradient_normed,0.2,122,1.0,1.0,-0.0016354693358092698,0.0,0.06557377049180328,0.0,9.854776365625358e-06,-0.0016354693358092698
correct_high,wrong_logit_gradient_normed,0.4,122,1.0,1.0,-0.0032395328186937133,0.0,0.00819672131147541,0.0,3.5570274261063235e-05,-0.0032395328186937133
correct_high,wrong_logit_gradient_normed,0.8,122,1.0,1.0,-0.00681876937219783,0.0,0.0,0.0,0.0001485285018077059,-0.00681876937219783
correct_mid,accessible_rho,0.025,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
correct_mid,accessible_rho,0.05,2,1.0,1.0,9.204567512566264e-05,0.0,0.5,0.0,1.9040389231039442e-07,9.204567512566264e-05
correct_mid,accessible_rho,0.1,2,1.0,1.0,0.0005706082971153048,0.0,0.5,0.0,1.437877805986597e-06,0.0005706082971153048
correct_mid,accessible_rho,0.2,2,1.0,1.0,0.0010537110051302978,0.0,0.5,0.0,4.592972327348559e-06,0.0010537110051302978
correct_mid,accessible_rho,0.4,2,1.0,1.0,0.002538702002856552,0.0,0.5,0.0,2.694374295306466e-05,0.002538702002856552
correct_mid,accessible_rho,0.8,2,1.0,1.0,0.005297370956240721,0.0,1.0,0.0,0.00011833591636520659,0.005297370956240721
correct_mid,low_rho,0.025,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
correct_mid,low_rho,0.05,2,1.0,1.0,0.0004907754529624997,0.0,0.5,0.0,9.585378934099414e-07,0.0004907754529624997
correct_mid,low_rho,0.1,2,1.0,1.0,0.0004907754529624997,0.0,0.5,0.0,9.585378934099414e-07,0.0004907754529624997
correct_mid,low_rho,0.2,2,1.0,1.0,0.0005643387975117209,0.0,1.0,0.0,1.5377093942216957e-06,0.0005643387975117209
correct_mid,low_rho,0.4,2,1.0,1.0,0.001282766546534475,0.0,0.5,0.0,7.193652598833609e-06,0.001282766546534475
correct_mid,low_rho,0.8,2,1.0,1.0,0.002207061226424001,0.0,1.0,0.0,2.042179979200462e-05,0.002207061226424001
correct_mid,projected_gradient,0.025,2,1.0,1.0,0.0009749528415454733,0.0,0.5,0.0,3.8082835861712235e-06,0.0009749528415454733
correct_mid,projected_gradient,0.05,2,1.0,1.0,0.0023886370346941632,0.0,0.5,0.0,2.3321690876184674e-05,0.0023886370346941632
correct_mid,projected_gradient,0.1,2,1.0,1.0,0.004647053758710551,0.0,1.0,0.0,7.959423482363354e-05,0.004647053758710551
correct_mid,projected_gradient,0.2,2,1.0,1.0,0.008473996529874017,0.0,1.0,0.0,0.0002851213469709746,0.008473996529874017
correct_mid,projected_gradient,0.4,2,1.0,1.0,0.015128828804291894,0.0,1.0,0.0,0.0010075229609797802,0.015128828804291894
correct_mid,projected_gradient,0.8,2,1.0,1.0,0.024405943712556555,0.0,1.0,0.0,0.0031384258143065326,0.024405943712556555
correct_mid,random_activation,0.025,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
correct_mid,random_activation,0.05,2,1.0,1.0,9.204567512566264e-05,0.0,0.5,0.0,1.9040389231039442e-07,9.204567512566264e-05
correct_mid,random_activation,0.1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
correct_mid,random_activation,0.2,2,1.0,1.0,-0.0003233727512450546,0.0,0.0,0.0,9.86599774207215e-07,-0.0003233727512450546
correct_mid,random_activation,0.4,2,1.0,1.0,-0.00016547067474803612,0.0,0.0,0.0,2.341257400227106e-06,-0.00016547067474803612
correct_mid,random_activation,0.8,2,1.0,1.0,-0.00026048709588677443,0.0,0.5,0.0,8.743646986483622e-06,-0.00026048709588677443
correct_mid,standard_delta_pca,0.025,2,1.0,1.0,-0.0003238482538843179,0.0,0.5,0.0,2.22534612409034e-06,-0.0003238482538843179
correct_mid,standard_delta_pca,0.05,2,1.0,1.0,-0.0004974481725259494,0.0,0.0,0.0,9.71570466540388e-07,-0.0004974481725259494
correct_mid,standard_delta_pca,0.1,2,1.0,1.0,-0.0009902182345848942,0.0,0.0,0.0,3.847487134118578e-06,-0.0009902182345848942
correct_mid,standard_delta_pca,0.2,2,1.0,1.0,-0.0015130736092068275,0.0,0.5,0.0,1.0498123674298738e-05,-0.0015130736092068275
correct_mid,standard_delta_pca,0.4,2,1.0,1.0,-0.0027206772352399433,0.0,0.0,0.0,2.885905631106828e-05,-0.0027206772352399433
correct_mid,standard_delta_pca,0.8,2,1.0,1.0,-0.0061334499500740325,0.0,0.5,0.0,0.00014403980789836005,-0.0061334499500740325
correct_mid,temperature_1.25,0.0,2,1.0,1.0,-0.037525785821431956,0.0,0.0,0.0,0.00371679326623937,-0.037525785821431956
correct_mid,temperature_1.5,0.0,2,1.0,1.0,-0.08233411382377531,0.0,0.0,0.0,0.013454891693132463,-0.08233411382377531
correct_mid,temperature_2,0.0,2,1.0,1.0,-0.1764439157886033,0.0,0.0,0.0,0.04191623095288721,-0.1764439157886033
correct_mid,wrong_logit_gradient_normed,0.025,2,1.0,1.0,-0.00048617503734749157,0.0,0.0,0.0,9.511206729925588e-07,-0.00048617503734749157
correct_mid,wrong_logit_gradient_normed,0.05,2,1.0,1.0,0.00016232678346306262,0.0,0.5,0.0,1.2742254510977812e-06,0.00016232678346306262
correct_mid,wrong_logit_gradient_normed,0.1,2,1.0,1.0,-0.0009902182345848942,0.0,0.0,0.0,3.847487134118578e-06,-0.0009902182345848942
correct_mid,wrong_logit_gradient_normed,0.2,2,1.0,1.0,-0.0016567443987820507,0.0,0.0,0.0,9.974605321244121e-06,-0.0016567443987820507
correct_mid,wrong_logit_gradient_normed,0.4,2,1.0,1.0,-0.0030753655742362662,0.0,0.0,0.0,3.5917518148383115e-05,-0.0030753655742362662
correct_mid,wrong_logit_gradient_normed,0.8,2,1.0,1.0,-0.006638885865781541,0.0,0.0,0.0,0.00014796967464152927,-0.006638885865781541
wrong_high,accessible_rho,0.025,298,1.0,0.0,-0.00018024654486981095,0.3053691275167785,0.0,0.0,7.277605418875772e-07,5.6891963852532396e-05
wrong_high,accessible_rho,0.05,298,1.0,0.0,-0.00029555453060459147,0.348993288590604,0.0,0.0,1.0087654717833384e-06,8.790602780072918e-05
wrong_high,accessible_rho,0.1,298,1.0,0.0,-0.0006276860664155004,0.5201342281879194,0.0,0.0,2.181734423423229e-06,0.00017421214718411557
wrong_high,accessible_rho,0.2,298,1.0,0.0,-0.0011856376940491131,0.5738255033557047,0.0,0.0,6.6338813511655805e-06,0.00030126828026448386
wrong_high,accessible_rho,0.4,298,1.0,0.0,-0.002313518092097233,0.7214765100671141,0.0,0.0,2.3972116151711164e-05,0.0005667069587430833
wrong_high,accessible_rho,0.8,298,1.0,0.0,-0.00485112516281927,0.8389261744966443,0.0,0.0,9.796873345838079e-05,0.001162653195822443
wrong_high,low_rho,0.025,298,1.0,0.0,-0.00013997610826321782,0.1912751677852349,0.0,0.0,4.658649949910496e-07,3.800447132486229e-05
wrong_high,low_rho,0.05,298,1.0,0.0,-0.00014365708441432812,0.19798657718120805,0.0,0.0,7.507494729751297e-07,4.20945620532593e-05
wrong_high,low_rho,0.1,298,1.0,0.0,-0.0003129641401545813,0.37919463087248323,0.0,0.0,1.3461182803986715e-06,9.186925931720796e-05
wrong_high,low_rho,0.2,298,1.0,0.0,-0.0006396245747346541,0.47651006711409394,0.0,0.0,3.6764662189273888e-06,0.00017448982184586556
wrong_high,low_rho,0.4,298,1.0,0.0,-0.0012457113443249401,0.5604026845637584,0.0,0.0,1.2483514018738146e-05,0.0002979909474185964
wrong_high,low_rho,0.8,298,1.0,0.0,-0.002640516709710772,0.7516778523489933,0.0,0.0,4.8401798308245714e-05,0.0006241139686256596
wrong_high,projected_gradient,0.025,298,1.0,0.0,-0.0016690466469639897,0.674496644295302,0.0,0.0,8.434144962557357e-06,0.0004028109761762353
wrong_high,projected_gradient,0.05,298,1.0,0.0,-0.003375081682580938,0.7986577181208053,0.0,0.0,3.225438111910014e-05,0.0008108900033774475
wrong_high,projected_gradient,0.1,298,1.0,0.0,-0.006971283461050026,0.9697986577181208,0.0,0.0,0.00013088744375737072,0.0016485855927464692
wrong_high,projected_gradient,0.2,298,1.0,0.0,-0.014737693998237544,1.0,0.0,0.0,0.0005494521632155022,0.0034776191211689667
wrong_high,projected_gradient,0.4,298,1.0,0.0,-0.033005540002477574,1.0,0.0,0.0,0.002445764546895149,0.007781647960933365
wrong_high,projected_gradient,0.8,298,1.0,0.0,-0.08133301782954727,1.0,0.0,0.0,0.011797382617626515,0.0191238406882415
wrong_high,random_activation,0.025,298,1.0,0.0,-2.789546278014754e-05,0.15771812080536912,0.0,0.0,5.425822630221521e-07,1.835683253805301e-05
wrong_high,random_activation,0.05,298,1.0,0.0,-4.0265949146411906e-05,0.2348993288590604,0.0,0.0,7.372394213547234e-07,1.3661716199656754e-05
wrong_high,random_activation,0.1,298,1.0,0.0,-5.6923415531207056e-05,0.31543624161073824,0.0,0.0,9.397497788952502e-07,1.4456552814194959e-05
wrong_high,random_activation,0.2,298,1.0,0.0,-8.116369560073888e-05,0.35906040268456374,0.0,0.0,1.7335713023112748e-06,2.142421908291406e-05
wrong_high,random_activation,0.4,298,1.0,0.0,-0.00014453819657578304,0.4261744966442953,0.0,0.0,4.1227312085699465e-06,2.292182094064052e-05
wrong_high,random_activation,0.8,298,1.0,0.0,-0.00024371343110318744,0.4261744966442953,0.0,0.0,1.338306939035522e-05,3.182084893171323e-05
wrong_high,standard_delta_pca,0.025,298,1.0,0.0,-0.000359899015736298,0.5771812080536913,0.0,0.0,1.284313139105829e-06,9.34844344351142e-05
wrong_high,standard_delta_pca,0.05,298,1.0,0.0,-0.0005665772027944049,0.5503355704697986,0.0,0.0,1.8995940835309506e-06,0.00014430768908195793
wrong_high,standard_delta_pca,0.1,298,1.0,0.0,-0.0011398637718057492,0.6442953020134228,0.0,0.0,4.714425550132757e-06,0.0002654632640005372
wrong_high,standard_delta_pca,0.2,298,1.0,0.0,-0.0022918699043367186,0.6040268456375839,0.0,0.0,1.6383226504748014e-05,0.0005331487306896032
wrong_high,standard_delta_pca,0.4,298,1.0,0.0,-0.004660048935096084,0.5671140939597316,0.0,0.0,6.448207787155366e-05,0.001048539706073933
wrong_high,standard_delta_pca,0.8,298,1.0,0.0,-0.009650756845786312,0.5805369127516778,0.0,0.0,0.00026257976392596413,0.0021833640748010925
wrong_high,temperature_1.25,0.0,298,1.0,0.0,-0.03893290607142219,1.0,0.0,0.0,0.003472986064147401,0.010660489242888095
wrong_high,temperature_1.5,0.0,298,1.0,0.0,-0.08120891699161026,1.0,0.0,0.0,0.012157902539975599,0.022966230667774395
wrong_high,temperature_2,0.0,298,1.0,0.0,-0.16497210505009063,1.0,0.0,0.0,0.03684209288237903,0.048890347138136066
wrong_high,wrong_logit_gradient_normed,0.025,298,1.0,0.0,-0.00020149088721199693,0.4697986577181208,0.0,0.0,1.0041366460913402e-06,5.7336859948523694e-05
wrong_high,wrong_logit_gradient_normed,0.05,298,1.0,0.0,-0.00048281944424644063,0.5469798657718121,0.0,0.0,1.5830313818661718e-06,0.00011373725360851357
wrong_high,wrong_logit_gradient_normed,0.1,298,1.0,0.0,-0.0010203080351223193,0.6677852348993288,0.0,0.0,3.711560450920823e-06,0.00026330311754639395
wrong_high,wrong_logit_gradient_normed,0.2,298,1.0,0.0,-0.002025199820126611,0.8221476510067114,0.0,0.0,1.2050535151125008e-05,0.0004968221033555455
wrong_high,wrong_logit_gradient_normed,0.4,298,1.0,0.0,-0.004051530286337757,0.9194630872483222,0.0,0.0,4.509247454606226e-05,0.0009977800047315296
wrong_high,wrong_logit_gradient_normed,0.8,298,1.0,0.0,-0.008335285202386022,1.0,0.0,0.0,0.00018213848130215754,0.0020288100878737662
wrong_mid,accessible_rho,0.025,10,1.0,0.0,0.0001918728056797825,0.1,0.0,0.0,8.079913558678704e-07,-8.751247970504097e-05
wrong_mid,accessible_rho,0.05,10,1.0,0.0,0.00038249415179780755,0.3,0.0,0.0,4.605696833794974e-06,-7.102021232148134e-05
wrong_mid,accessible_rho,0.1,10,1.0,0.0,-7.263755362374447e-05,0.4,0.0,0.0,5.671712573419522e-06,-6.507326538843922e-05
wrong_mid,accessible_rho,0.2,10,1.0,0.0,-0.0009079825212854331,0.5,0.0,0.0,3.2059765802699973e-06,2.7728961699818172e-05
wrong_mid,accessible_rho,0.4,10,1.0,0.0,-0.0018037150020460135,0.6,0.0,0.0,2.8377993910159005e-05,0.00013642935822711158
wrong_mid,accessible_rho,0.8,10,1.0,0.0,-0.005195190615369327,0.8,0.0,0.0,9.137777689730445e-05,0.0006870453587873929
wrong_mid,low_rho,0.025,10,1.0,0.0,0.00019799296942579758,0.0,0.0,0.0,4.1631394248263366e-07,-9.999529052907158e-05
wrong_mid,low_rho,0.05,10,1.0,0.0,9.689318898808974e-05,0.0,0.0,0.0,1.9714887137925505e-07,-0.00010094104995801711
wrong_mid,low_rho,0.1,10,1.0,0.0,0.00013697643355226052,0.1,0.0,0.0,6.962804961458776e-07,-7.542132682670719e-05
wrong_mid,low_rho,0.2,10,1.0,0.0,0.00038891090144776985,0.2,0.0,0.0,4.112229563217091e-06,4.50524360497348e-05
wrong_mid,low_rho,0.4,10,1.0,0.0,-0.0002771121917890529,0.7,0.0,0.0,6.516509605557597e-06,0.00018815420692436594
wrong_mid,low_rho,0.8,10,1.0,0.0,-0.00035948252493067656,0.6,0.0,0.0,9.24989777942068e-06,9.502089906198233e-05
wrong_mid,projected_gradient,0.025,10,1.0,0.0,-0.002046915480158784,0.5,0.0,0.0,1.00260045924592e-05,0.0003924377875673679
wrong_mid,projected_gradient,0.05,10,1.0,0.0,-0.0039111317414670665,0.7,0.0,0.0,3.42702001332676e-05,0.0008506065488865025
wrong_mid,projected_gradient,0.1,10,1.0,0.0,-0.009253505183450805,1.0,0.0,0.0,0.00015737664236119877,0.002047913265214033
wrong_mid,projected_gradient,0.2,10,1.0,0.0,-0.02107333625554897,1.0,0.0,0.0,0.0007147161059410268,0.004794172307110486
wrong_mid,projected_gradient,0.4,10,1.0,0.0,-0.04691785728683873,1.0,0.0,0.0,0.003165885192992282,0.010663236398715543
wrong_mid,projected_gradient,0.8,10,1.0,0.0,-0.11150335665967814,1.0,0.0,0.0,0.014863005962457912,0.026229962319259576
wrong_mid,random_activation,0.025,10,1.0,0.0,0.0001519539300607331,0.1,0.0,0.0,7.139189002208787e-07,-9.764338093327246e-05
wrong_mid,random_activation,0.05,10,1.0,0.0,0.000351652953570869,0.1,0.0,0.0,1.2779924525710688e-06,-0.00011070460444814398
wrong_mid,random_activation,0.1,10,1.0,0.0,3.295063577657409e-06,0.1,0.0,0.0,6.101862067307126e-07,9.674562736171344e-06
wrong_mid,random_activation,0.2,10,1.0,0.0,0.00037522045870053145,0.2,0.0,0.0,3.0603579676930335e-06,4.5691792894021754e-05
wrong_mid,random_activation,0.4,10,1.0,0.0,0.000999086726820031,0.2,0.0,0.0,1.0565328924226004e-05,3.0683514318424754e-05
wrong_mid,random_activation,0.8,10,1.0,0.0,0.000768695295859323,0.4,0.0,0.0,2.1189633479901924e-05,0.00023372915488981474
wrong_mid,standard_delta_pca,0.025,10,1.0,0.0,0.0009812382017958532,0.4,0.0,0.0,1.018698163515128e-05,-4.306207693971151e-05
wrong_mid,standard_delta_pca,0.05,10,1.0,0.0,0.00020167044751173702,0.5,0.0,0.0,9.152996317854166e-06,0.00011599022720957738
wrong_mid,standard_delta_pca,0.1,10,1.0,0.0,-0.0006891211443262879,0.5,0.0,0.0,1.04910625032843e-05,0.0002962807560702302
wrong_mid,standard_delta_pca,0.2,10,1.0,0.0,-0.0020662441513558116,0.5,0.0,0.0,1.968876673670069e-05,0.0007618286121172657
wrong_mid,standard_delta_pca,0.4,10,1.0,0.0,-0.005153497961533193,0.5,0.0,0.0,7.595530665192511e-05,0.0012625545287693642
wrong_mid,standard_delta_pca,0.8,10,1.0,0.0,-0.010727826697747966,0.5,0.0,0.0,0.0003234803912383987,0.0029445050524105516
wrong_mid,temperature_1.25,0.0,10,1.0,0.0,-0.06489567575403266,1.0,0.0,0.0,0.005275060183356797,0.016558559748898787
wrong_mid,temperature_1.5,0.0,10,1.0,0.0,-0.1286401123395461,1.0,0.0,0.0,0.017398087808083797,0.03434804754836522
wrong_mid,temperature_2,0.0,10,1.0,0.0,-0.23635167873713547,1.0,0.0,0.0,0.04750407415121339,0.06720657780817076
wrong_mid,wrong_logit_gradient_normed,0.025,10,1.0,0.0,0.0008271226309195523,0.4,0.0,0.0,8.194308802694966e-06,-9.459858407213223e-05
wrong_mid,wrong_logit_gradient_normed,0.05,10,1.0,0.0,-8.970304193389733e-05,0.4,0.0,0.0,4.667701718896813e-06,9.4045264860846e-05
wrong_mid,wrong_logit_gradient_normed,0.1,10,1.0,0.0,-0.0007094149678773531,0.6,0.0,0.0,5.462280825818273e-06,0.0002471897965972865
wrong_mid,wrong_logit_gradient_normed,0.2,10,1.0,0.0,-0.0015783150882064945,0.5,0.0,0.0,1.3362745287203592e-05,0.0005055914705081772
wrong_mid,wrong_logit_gradient_normed,0.4,10,1.0,0.0,-0.005066254186493313,0.9,0.0,0.0,5.228462906927655e-05,0.001189452402402709
wrong_mid,wrong_logit_gradient_normed,0.8,10,1.0,0.0,-0.012239526527994316,1.0,0.0,0.0,0.00024228302852570527,0.002691594520840921
