split,target_review_cost,contrast,metric,rho_policy,control,delta_rho_minus_control
grouped_prompt,0.15,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,reviewed_error_rate,0.8459595959595959,0.946969696969697,-0.1010101010101011
grouped_prompt,0.15,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,deferred_error_capture,0.19083734915653422,0.22114037945956452,-0.030303030303030304
grouped_prompt,0.15,rho_entropy_low_access_review_vs_entropy_fixed_review,review_cost,0.15151515151515152,0.15151515151515152,0.0
grouped_prompt,0.15,rho_entropy_low_access_review_vs_entropy_fixed_review,coverage,0.8484848484848485,0.8484848484848485,0.0
grouped_prompt,0.15,rho_entropy_low_access_review_vs_entropy_fixed_review,automatic_accuracy,0.3564120122684898,0.36532466823996923,-0.008912655971479444
grouped_prompt,0.15,rho_entropy_low_access_review_vs_entropy_fixed_review,error_on_non_deferred,0.6435879877315102,0.6346753317600307,0.0089126559714795
grouped_prompt,0.15,rho_entropy_low_access_review_vs_entropy_fixed_review,reviewed_error_rate,0.8459595959595959,0.8964646464646465,-0.05050505050505061
grouped_prompt,0.15,rho_entropy_low_access_review_vs_entropy_fixed_review,deferred_error_capture,0.19083734915653422,0.20598886430804936,-0.015151515151515138
grouped_prompt,0.15,rho_entropy_low_access_review_vs_gradient_fixed_review,review_cost,0.15151515151515152,0.15151515151515152,0.0
grouped_prompt,0.15,rho_entropy_low_access_review_vs_gradient_fixed_review,coverage,0.8484848484848485,0.8484848484848485,0.0
grouped_prompt,0.15,rho_entropy_low_access_review_vs_gradient_fixed_review,automatic_accuracy,0.3564120122684898,0.3472957068998125,0.009116305368677302
grouped_prompt,0.15,rho_entropy_low_access_review_vs_gradient_fixed_review,error_on_non_deferred,0.6435879877315102,0.6527042931001876,-0.009116305368677469
grouped_prompt,0.15,rho_entropy_low_access_review_vs_gradient_fixed_review,reviewed_error_rate,0.8459595959595959,0.8017676767676768,0.044191919191919116
grouped_prompt,0.15,rho_entropy_low_access_review_vs_gradient_fixed_review,deferred_error_capture,0.19083734915653422,0.17842831255394923,0.012409036602584994
grouped_prompt,0.15,rho_entropy_low_access_review_vs_jacobian_fixed_review,review_cost,0.15151515151515152,0.15151515151515152,0.0
grouped_prompt,0.15,rho_entropy_low_access_review_vs_jacobian_fixed_review,coverage,0.8484848484848485,0.8484848484848485,0.0
grouped_prompt,0.15,rho_entropy_low_access_review_vs_jacobian_fixed_review,automatic_accuracy,0.3564120122684898,0.33883236968884717,0.017579642579642618
grouped_prompt,0.15,rho_entropy_low_access_review_vs_jacobian_fixed_review,error_on_non_deferred,0.6435879877315102,0.6611676303111529,-0.01757964257964273
grouped_prompt,0.15,rho_entropy_low_access_review_vs_jacobian_fixed_review,reviewed_error_rate,0.8459595959595959,0.736111111111111,0.10984848484848486
grouped_prompt,0.15,rho_entropy_low_access_review_vs_jacobian_fixed_review,deferred_error_capture,0.19083734915653422,0.16768920100838605,0.023148148148148168
grouped_prompt,0.15,rho_entropy_low_access_review_vs_fisher_fixed_review,review_cost,0.15151515151515152,0.15151515151515152,0.0
grouped_prompt,0.15,rho_entropy_low_access_review_vs_fisher_fixed_review,coverage,0.8484848484848485,0.8484848484848485,0.0
grouped_prompt,0.15,rho_entropy_low_access_review_vs_fisher_fixed_review,automatic_accuracy,0.3564120122684898,0.37423732421144873,-0.017825311942958944
grouped_prompt,0.15,rho_entropy_low_access_review_vs_fisher_fixed_review,error_on_non_deferred,0.6435879877315102,0.6257626757885513,0.017825311942958888
grouped_prompt,0.15,rho_entropy_low_access_review_vs_fisher_fixed_review,reviewed_error_rate,0.8459595959595959,0.946969696969697,-0.1010101010101011
grouped_prompt,0.15,rho_entropy_low_access_review_vs_fisher_fixed_review,deferred_error_capture,0.19083734915653422,0.22114037945956452,-0.030303030303030304
grouped_prompt,0.15,rho_only_low_access_review_vs_entropy_fixed_review,review_cost,0.15151515151515152,0.15151515151515152,0.0
grouped_prompt,0.15,rho_only_low_access_review_vs_entropy_fixed_review,coverage,0.8484848484848485,0.8484848484848485,0.0
grouped_prompt,0.15,rho_only_low_access_review_vs_entropy_fixed_review,automatic_accuracy,0.35650913736561485,0.36532466823996923,-0.008815530874354383
grouped_prompt,0.15,rho_only_low_access_review_vs_entropy_fixed_review,error_on_non_deferred,0.6434908626343852,0.6346753317600307,0.008815530874354494
grouped_prompt,0.15,rho_only_low_access_review_vs_entropy_fixed_review,reviewed_error_rate,0.8421717171717171,0.8964646464646465,-0.05429292929292939
grouped_prompt,0.15,rho_only_low_access_review_vs_entropy_fixed_review,deferred_error_capture,0.19125822457740962,0.20598886430804936,-0.014730639730639733
grouped_prompt,0.15,rho_only_low_access_review_vs_gradient_fixed_review,review_cost,0.15151515151515152,0.15151515151515152,0.0
grouped_prompt,0.15,rho_only_low_access_review_vs_gradient_fixed_review,coverage,0.8484848484848485,0.8484848484848485,0.0
grouped_prompt,0.15,rho_only_low_access_review_vs_gradient_fixed_review,automatic_accuracy,0.35650913736561485,0.3472957068998125,0.009213430465802364
grouped_prompt,0.15,rho_only_low_access_review_vs_gradient_fixed_review,error_on_non_deferred,0.6434908626343852,0.6527042931001876,-0.009213430465802475
grouped_prompt,0.15,rho_only_low_access_review_vs_gradient_fixed_review,reviewed_error_rate,0.8421717171717171,0.8017676767676768,0.04040404040404033
grouped_prompt,0.15,rho_only_low_access_review_vs_gradient_fixed_review,deferred_error_capture,0.19125822457740962,0.17842831255394923,0.0128299120234604
grouped_prompt,0.15,rho_only_low_access_review_vs_jacobian_fixed_review,review_cost,0.15151515151515152,0.15151515151515152,0.0
grouped_prompt,0.15,rho_only_low_access_review_vs_jacobian_fixed_review,coverage,0.8484848484848485,0.8484848484848485,0.0
grouped_prompt,0.15,rho_only_low_access_review_vs_jacobian_fixed_review,automatic_accuracy,0.35650913736561485,0.33883236968884717,0.01767676767676768
grouped_prompt,0.15,rho_only_low_access_review_vs_jacobian_fixed_review,error_on_non_deferred,0.6434908626343852,0.6611676303111529,-0.017676767676767735
grouped_prompt,0.15,rho_only_low_access_review_vs_jacobian_fixed_review,reviewed_error_rate,0.8421717171717171,0.736111111111111,0.10606060606060608
grouped_prompt,0.15,rho_only_low_access_review_vs_jacobian_fixed_review,deferred_error_capture,0.19125822457740962,0.16768920100838605,0.023569023569023573
grouped_prompt,0.15,rho_only_low_access_review_vs_fisher_fixed_review,review_cost,0.15151515151515152,0.15151515151515152,0.0
grouped_prompt,0.15,rho_only_low_access_review_vs_fisher_fixed_review,coverage,0.8484848484848485,0.8484848484848485,0.0
grouped_prompt,0.15,rho_only_low_access_review_vs_fisher_fixed_review,automatic_accuracy,0.35650913736561485,0.37423732421144873,-0.017728186845833882
grouped_prompt,0.15,rho_only_low_access_review_vs_fisher_fixed_review,error_on_non_deferred,0.6434908626343852,0.6257626757885513,0.017728186845833882
grouped_prompt,0.15,rho_only_low_access_review_vs_fisher_fixed_review,reviewed_error_rate,0.8421717171717171,0.946969696969697,-0.10479797979797989
grouped_prompt,0.15,rho_only_low_access_review_vs_fisher_fixed_review,deferred_error_capture,0.19125822457740962,0.22114037945956452,-0.0298821548821549
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,automatic_accuracy,0.3846976256067165,0.3741817525908435,0.010515873015872979
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,error_on_non_deferred,0.6153023743932835,0.6258182474091565,-0.010515873015872979
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,reviewed_error_rate,0.8522727272727273,0.8249158249158249,0.027356902356902357
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,deferred_error_capture,0.31529642777520533,0.3096213979066271,0.0056750298685782075
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,automatic_accuracy,0.3846976256067165,0.33377771218680313,0.050919913419913365
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,error_on_non_deferred,0.6153023743932835,0.6662222878131968,-0.05091991341991331
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,reviewed_error_rate,0.8522727272727273,0.7037037037037037,0.14856902356902357
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,deferred_error_capture,0.31529642777520533,0.24901533730056652,0.06628109047463882
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,automatic_accuracy,0.3846976256067165,0.3632559359832087,0.021441689623507787
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,error_on_non_deferred,0.6153023743932835,0.6367440640167913,-0.021441689623507787
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,reviewed_error_rate,0.8522727272727273,0.8011363636363636,0.051136363636363646
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,deferred_error_capture,0.31529642777520533,0.2955152829940606,0.019781144781144733
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,automatic_accuracy,0.3846976256067165,0.4043945953036862,-0.019696969696969713
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,error_on_non_deferred,0.6153023743932835,0.5956054046963137,0.01969696969696977
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,reviewed_error_rate,0.8522727272727273,0.9166666666666666,-0.06439393939393934
grouped_prompt,0.25,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,deferred_error_capture,0.31529642777520533,0.3489664614452391,-0.03367003367003374
grouped_prompt,0.25,rho_entropy_low_access_review_vs_entropy_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_entropy_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_entropy_fixed_review,automatic_accuracy,0.3741817525908435,0.3741817525908435,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_entropy_fixed_review,error_on_non_deferred,0.6258182474091565,0.6258182474091565,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_entropy_fixed_review,reviewed_error_rate,0.8249158249158249,0.8249158249158249,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_entropy_fixed_review,deferred_error_capture,0.3096213979066271,0.3096213979066271,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_gradient_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_gradient_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_gradient_fixed_review,automatic_accuracy,0.3741817525908435,0.33377771218680313,0.04040404040404039
grouped_prompt,0.25,rho_entropy_low_access_review_vs_gradient_fixed_review,error_on_non_deferred,0.6258182474091565,0.6662222878131968,-0.04040404040404033
grouped_prompt,0.25,rho_entropy_low_access_review_vs_gradient_fixed_review,reviewed_error_rate,0.8249158249158249,0.7037037037037037,0.12121212121212122
grouped_prompt,0.25,rho_entropy_low_access_review_vs_gradient_fixed_review,deferred_error_capture,0.3096213979066271,0.24901533730056652,0.06060606060606061
grouped_prompt,0.25,rho_entropy_low_access_review_vs_jacobian_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_jacobian_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_jacobian_fixed_review,automatic_accuracy,0.3741817525908435,0.3632559359832087,0.010925816607634808
grouped_prompt,0.25,rho_entropy_low_access_review_vs_jacobian_fixed_review,error_on_non_deferred,0.6258182474091565,0.6367440640167913,-0.010925816607634808
grouped_prompt,0.25,rho_entropy_low_access_review_vs_jacobian_fixed_review,reviewed_error_rate,0.8249158249158249,0.8011363636363636,0.02377946127946129
grouped_prompt,0.25,rho_entropy_low_access_review_vs_jacobian_fixed_review,deferred_error_capture,0.3096213979066271,0.2955152829940606,0.014106114912566525
grouped_prompt,0.25,rho_entropy_low_access_review_vs_fisher_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_fisher_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_entropy_low_access_review_vs_fisher_fixed_review,automatic_accuracy,0.3741817525908435,0.4043945953036862,-0.03021284271284269
grouped_prompt,0.25,rho_entropy_low_access_review_vs_fisher_fixed_review,error_on_non_deferred,0.6258182474091565,0.5956054046963137,0.030212842712842747
grouped_prompt,0.25,rho_entropy_low_access_review_vs_fisher_fixed_review,reviewed_error_rate,0.8249158249158249,0.9166666666666666,-0.0917508417508417
grouped_prompt,0.25,rho_entropy_low_access_review_vs_fisher_fixed_review,deferred_error_capture,0.3096213979066271,0.3489664614452391,-0.039345063538611946
grouped_prompt,0.25,rho_only_low_access_review_vs_entropy_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_only_low_access_review_vs_entropy_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_only_low_access_review_vs_entropy_fixed_review,automatic_accuracy,0.3844680571953299,0.3741817525908435,0.010286304604486374
grouped_prompt,0.25,rho_only_low_access_review_vs_entropy_fixed_review,error_on_non_deferred,0.6155319428046702,0.6258182474091565,-0.010286304604486318
grouped_prompt,0.25,rho_only_low_access_review_vs_entropy_fixed_review,reviewed_error_rate,0.8541666666666666,0.8249158249158249,0.029250841750841694
grouped_prompt,0.25,rho_only_low_access_review_vs_entropy_fixed_review,deferred_error_capture,0.3190843065630841,0.3096213979066271,0.009462908656456992
grouped_prompt,0.25,rho_only_low_access_review_vs_gradient_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_only_low_access_review_vs_gradient_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_only_low_access_review_vs_gradient_fixed_review,automatic_accuracy,0.3844680571953299,0.33377771218680313,0.05069034500852676
grouped_prompt,0.25,rho_only_low_access_review_vs_gradient_fixed_review,error_on_non_deferred,0.6155319428046702,0.6662222878131968,-0.05069034500852665
grouped_prompt,0.25,rho_only_low_access_review_vs_gradient_fixed_review,reviewed_error_rate,0.8541666666666666,0.7037037037037037,0.1504629629629629
grouped_prompt,0.25,rho_only_low_access_review_vs_gradient_fixed_review,deferred_error_capture,0.3190843065630841,0.24901533730056652,0.0700689692625176
grouped_prompt,0.25,rho_only_low_access_review_vs_jacobian_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_only_low_access_review_vs_jacobian_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_only_low_access_review_vs_jacobian_fixed_review,automatic_accuracy,0.3844680571953299,0.3632559359832087,0.021212121212121182
grouped_prompt,0.25,rho_only_low_access_review_vs_jacobian_fixed_review,error_on_non_deferred,0.6155319428046702,0.6367440640167913,-0.021212121212121127
grouped_prompt,0.25,rho_only_low_access_review_vs_jacobian_fixed_review,reviewed_error_rate,0.8541666666666666,0.8011363636363636,0.05303030303030298
grouped_prompt,0.25,rho_only_low_access_review_vs_jacobian_fixed_review,deferred_error_capture,0.3190843065630841,0.2955152829940606,0.023569023569023517
grouped_prompt,0.25,rho_only_low_access_review_vs_fisher_fixed_review,review_cost,0.25,0.25,0.0
grouped_prompt,0.25,rho_only_low_access_review_vs_fisher_fixed_review,coverage,0.75,0.75,0.0
grouped_prompt,0.25,rho_only_low_access_review_vs_fisher_fixed_review,automatic_accuracy,0.3844680571953299,0.4043945953036862,-0.019926538108356318
grouped_prompt,0.25,rho_only_low_access_review_vs_fisher_fixed_review,error_on_non_deferred,0.6155319428046702,0.5956054046963137,0.01992653810835643
grouped_prompt,0.25,rho_only_low_access_review_vs_fisher_fixed_review,reviewed_error_rate,0.8541666666666666,0.9166666666666666,-0.0625
grouped_prompt,0.25,rho_only_low_access_review_vs_fisher_fixed_review,deferred_error_capture,0.3190843065630841,0.3489664614452391,-0.029882154882154954
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,automatic_accuracy,0.395159170894465,0.38305900254429665,0.012100168350168361
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,error_on_non_deferred,0.604840829105535,0.6169409974557033,-0.01210016835016825
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,reviewed_error_rate,0.8049783549783549,0.7849317349317348,0.020046620046620056
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_entropy_fixed_review,deferred_error_capture,0.4128680694894617,0.40340516083300465,0.009462908656457047
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,automatic_accuracy,0.395159170894465,0.3481991864344805,0.046959984459984505
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,error_on_non_deferred,0.604840829105535,0.6518008135655194,-0.046959984459984394
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,reviewed_error_rate,0.8049783549783549,0.7196470196470196,0.0853313353313353
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_gradient_fixed_review,deferred_error_capture,0.4128680694894617,0.3606930939273893,0.0521749755620724
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,automatic_accuracy,0.395159170894465,0.33713454301689594,0.05802462787756907
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,error_on_non_deferred,0.604840829105535,0.6628654569831041,-0.05802462787756901
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,reviewed_error_rate,0.8049783549783549,0.6957893957893957,0.10918895918895921
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_jacobian_fixed_review,deferred_error_capture,0.4128680694894617,0.36605371770906575,0.046814351780395946
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,automatic_accuracy,0.395159170894465,0.41804831878361287,-0.022889147889147865
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,error_on_non_deferred,0.604840829105535,0.5819516812163871,0.022889147889147976
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,reviewed_error_rate,0.8049783549783549,0.8497835497835499,-0.04480519480519496
grouped_prompt,0.35,rho_entropy_gradient_low_access_review_vs_fisher_fixed_review,deferred_error_capture,0.4128680694894617,0.44275022437161654,-0.029882154882154843
grouped_prompt,0.35,rho_entropy_low_access_review_vs_entropy_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_entropy_low_access_review_vs_entropy_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_entropy_low_access_review_vs_entropy_fixed_review,automatic_accuracy,0.39513488962018367,0.38305900254429665,0.012075887075887026
grouped_prompt,0.35,rho_entropy_low_access_review_vs_entropy_fixed_review,error_on_non_deferred,0.6048651103798163,0.6169409974557033,-0.012075887075887026
grouped_prompt,0.35,rho_entropy_low_access_review_vs_entropy_fixed_review,reviewed_error_rate,0.8050616050616051,0.7849317349317348,0.02012987012987022
grouped_prompt,0.35,rho_entropy_low_access_review_vs_entropy_fixed_review,deferred_error_capture,0.41897755140539517,0.40340516083300465,0.015572390572390515
grouped_prompt,0.35,rho_entropy_low_access_review_vs_gradient_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_entropy_low_access_review_vs_gradient_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_entropy_low_access_review_vs_gradient_fixed_review,automatic_accuracy,0.39513488962018367,0.3481991864344805,0.04693570318570317
grouped_prompt,0.35,rho_entropy_low_access_review_vs_gradient_fixed_review,error_on_non_deferred,0.6048651103798163,0.6518008135655194,-0.04693570318570317
grouped_prompt,0.35,rho_entropy_low_access_review_vs_gradient_fixed_review,reviewed_error_rate,0.8050616050616051,0.7196470196470196,0.08541458541458546
grouped_prompt,0.35,rho_entropy_low_access_review_vs_gradient_fixed_review,deferred_error_capture,0.41897755140539517,0.3606930939273893,0.05828445747800587
grouped_prompt,0.35,rho_entropy_low_access_review_vs_jacobian_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_entropy_low_access_review_vs_jacobian_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_entropy_low_access_review_vs_jacobian_fixed_review,automatic_accuracy,0.39513488962018367,0.33713454301689594,0.058000346603287734
grouped_prompt,0.35,rho_entropy_low_access_review_vs_jacobian_fixed_review,error_on_non_deferred,0.6048651103798163,0.6628654569831041,-0.05800034660328779
grouped_prompt,0.35,rho_entropy_low_access_review_vs_jacobian_fixed_review,reviewed_error_rate,0.8050616050616051,0.6957893957893957,0.10927220927220938
grouped_prompt,0.35,rho_entropy_low_access_review_vs_jacobian_fixed_review,deferred_error_capture,0.41897755140539517,0.36605371770906575,0.052923833696329414
grouped_prompt,0.35,rho_entropy_low_access_review_vs_fisher_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_entropy_low_access_review_vs_fisher_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_entropy_low_access_review_vs_fisher_fixed_review,automatic_accuracy,0.39513488962018367,0.41804831878361287,-0.0229134291634292
grouped_prompt,0.35,rho_entropy_low_access_review_vs_fisher_fixed_review,error_on_non_deferred,0.6048651103798163,0.5819516812163871,0.0229134291634292
grouped_prompt,0.35,rho_entropy_low_access_review_vs_fisher_fixed_review,reviewed_error_rate,0.8050616050616051,0.8497835497835499,-0.044721944721944795
grouped_prompt,0.35,rho_entropy_low_access_review_vs_fisher_fixed_review,deferred_error_capture,0.41897755140539517,0.44275022437161654,-0.023772672966221375
grouped_prompt,0.35,rho_only_low_access_review_vs_entropy_fixed_review,review_cost,0.3484848484848485,0.3484848484848485,0.0
grouped_prompt,0.35,rho_only_low_access_review_vs_entropy_fixed_review,coverage,0.6515151515151515,0.6515151515151515,0.0
grouped_prompt,0.35,rho_only_low_access_review_vs_entropy_fixed_review,automatic_accuracy,0.34882573853162085,0.38305900254429665,-0.03423326401267579
