domain,fold_id,sample_id,true_label,true_name,pred_before,pred_after_intervention,correct_before,correct_after_intervention,entropy,confidence,margin,grad_entropy_norm,jacobian_fro_norm,rho_high,rho_low,high_route_idx,low_route_idx,entropy_threshold,grad_threshold,rho_low_threshold,high_uncertainty,low_accessibility,entropy_drop_after_intervention,post_intervention_entropy,post_intervention_confidence,output_drift_after_intervention,intervention_energy,intervention_changed_top1
medical_breast_cancer,0,44,0,malignant,0,0,1,1,0.001575033413246274,0.99983811378479,0.9996762275695801,0.003355232533067465,1.7661298513412476,0.8432689400497395,0.006865949442635239,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,0.001574849206434692,1.8420681158204388e-07,1.0,0.00016189328744076192,5.961671018600464,0
medical_breast_cancer,0,54,0,malignant,0,0,1,1,2.8409498554538004e-05,0.9999979734420776,0.9999959468841553,6.267609569476917e-05,1.7661298513412476,0.8432597060908303,0.006851386428986473,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,2.822529174295596e-05,1.8420681158204388e-07,1.0,2.014911842707079e-06,2.751540470123291,0
medical_breast_cancer,0,78,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,0.0,1.7661298513412476,9.909416338597731e-17,1.4344804054715119e-18,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,83,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,8.183570487929615e-10,1.7661298513412476,0.8265995668374103,0.011965799900056315,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,90,1,benign,1,1,1,1,0.0007943645468913019,0.9999243021011353,0.9998485445976257,0.0017064602579921484,1.7661298513412476,0.8432687164109884,0.006865612177868307,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,0.0007941803400797198,1.8420681158204388e-07,1.0,7.572064350824803e-05,5.961671018600464,0
medical_breast_cancer,0,91,0,malignant,0,0,1,1,0.05819697678089142,0.9895197153091431,0.9790394306182861,0.11199527978897095,1.7661298513412476,0.8432690246630401,0.006866028874516155,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.058196792574079836,1.8420681158204388e-07,1.0,0.010480277240276337,8.254621410369873,0
medical_breast_cancer,0,94,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.6635970823131174e-08,1.7661298513412476,0.8265995653591307,0.011965803940813445,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,95,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,3.522369967544757e-17,1.7661298513412476,2.9115894475392207e-05,4.21479880024326e-07,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,96,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.500706308694589e-08,1.7661298513412476,0.7762483062255658,0.0027606858426526635,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,100,0,malignant,0,0,1,1,0.00012412005162332207,0.9999901056289673,0.9999802112579346,0.00027122252504341304,1.7661298513412476,0.8432713210696458,0.00686960206996641,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.00012393584481174003,1.8420681158204388e-07,1.0,9.902954843710177e-06,4.127310705184937,0
medical_breast_cancer,0,101,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.0488652441308375e-11,1.7661298513412476,0.7762483330464134,0.0027606888025262007,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,106,1,benign,1,1,1,1,0.050722815096378326,0.9911341071128845,0.9822681546211243,0.09842319786548615,1.7661298513412476,0.8432689714614232,0.0068659941718153756,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,0.050722630889566744,1.8420681158204388e-07,1.0,0.008865916170179844,8.254621410369873,0
medical_breast_cancer,0,107,1,benign,1,1,1,1,2.5351548629259923e-06,0.9999998807907104,0.9999997019767761,5.697572305507492e-06,1.7661298513412476,0.8431184308183215,0.006633075065064431,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,2.3509480513439485e-06,1.8420681158204388e-07,1.0,1.3378992491652753e-07,1.6509242820739745,0
medical_breast_cancer,0,110,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,3.2499394819751615e-07,1.7661298513412476,0.8394497734610106,0.0021191935606964902,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,114,1,benign,1,1,1,1,1.2278227359274752e-06,0.9999998807907104,0.9999998211860657,2.662391580088297e-06,1.7661298513412476,0.8435031987058028,0.007240712316222759,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,1.0436159243454313e-06,1.8420681158204388e-07,1.0,9.19344529393129e-08,1.6509242820739745,0
medical_breast_cancer,0,118,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,8.421893481641042e-16,1.7661298513412476,0.0006961533819055314,1.00774695564179e-05,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,123,1,benign,1,1,1,1,0.00014731129340361804,0.9999880790710449,0.9999761581420898,0.0003214720345567912,1.7661298513412476,0.8432666804129868,0.0068623396240026875,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,0.000147127086592036,1.8420681158204388e-07,1.0,1.1931016160815489e-05,4.127310705184937,0
medical_breast_cancer,0,129,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.030164034710579e-17,1.7661298513412476,8.515332125923954e-06,1.232674496704061e-07,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,142,1,benign,1,1,1,1,2.4925225261540618e-06,0.9999998807907104,0.9999997019767761,5.575202067120699e-06,1.7661298513412476,0.8430312302517077,0.006500709867273465,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,2.308315714572018e-06,1.8420681158204388e-07,1.0,1.3239258578323643e-07,1.6509242820739745,0
medical_breast_cancer,0,148,1,benign,1,1,1,1,0.004332319833338261,0.9994957447052002,0.9989915490150452,0.009085658006370068,1.7661298513412476,0.8432690930443012,0.006866192412220693,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.004332135626526679,1.8420681158204388e-07,1.0,0.0005042285774834454,5.961671018600464,0
medical_breast_cancer,0,157,1,benign,1,1,1,1,0.12245272845029831,0.9734733700752258,0.9469467997550964,0.22092504799365997,1.7661298513412476,0.8432690040598905,0.006866025039030503,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.12245254424348673,1.8420681158204388e-07,1.0,0.02652660384774208,8.254621410369873,0
medical_breast_cancer,0,169,1,benign,1,1,1,1,4.9305279389955103e-05,0.9999963045120239,0.9999926686286926,0.00010836811270564795,1.7661298513412476,0.843280652485968,0.006884276765838388,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,4.912107257837306e-05,1.8420681158204388e-07,1.0,3.668323643069016e-06,4.127310705184937,0
medical_breast_cancer,0,179,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,6.894744775109984e-09,1.7661298513412476,0.7762483349663862,0.002760682061900761,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,183,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.4858488600898454e-09,1.7661298513412476,0.7762482884929075,0.0027606848788664187,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,186,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.7373070093640308e-08,1.7661298513412476,0.8265996346972622,0.011965803809967479,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,189,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.2577570035764438e-08,1.7661298513412476,0.7762482908434798,0.00276068565935106,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,191,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.3938182519268594e-07,1.7661298513412476,0.8436241046636321,0.007440640940098653,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,196,0,malignant,0,0,1,1,2.64550692463672e-07,1.0,1.0,5.988224529573927e-07,1.7661298513412476,0.8443151605032103,0.008688706416607727,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,8.034388088162814e-08,1.8420681158204388e-07,1.0,4.405942277685426e-09,0.4585900783538819,0
medical_breast_cancer,0,206,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.2984575903374207e-07,1.7661298513412476,0.845011430571766,0.010030420986309144,0,12,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,214,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,3.337956755444793e-08,1.7661298513412476,0.826599655202975,0.011965807185222655,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,216,1,benign,1,1,1,1,0.00046017381828278303,0.9999585151672363,0.9999170303344727,0.0009941838216036558,1.7661298513412476,0.8432682344183595,0.006864878534092069,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,0.000459989611471201,1.8420681158204388e-07,1.0,4.149021697230637e-05,5.961671018600464,0
medical_breast_cancer,0,219,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,0.0,1.7661298513412476,1.6240891539111962e-13,2.3510203713815716e-15,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,227,1,benign,1,1,1,1,0.0005841499078087509,0.9999459981918335,0.9998920559883118,0.0012589124962687492,1.7661298513412476,0.8432697560898054,0.006867134147732671,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.0005839657009971688,1.8420681158204388e-07,1.0,5.397337372414768e-05,5.961671018600464,0
medical_breast_cancer,0,229,0,malignant,0,0,1,1,3.5192257996641274e-07,1.0,1.0,8.421517918577592e-07,1.7661298513412476,0.8430855702269626,0.006582920302770733,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,1.6771576838436886e-07,1.8420681158204388e-07,1.0,5.960966831253245e-09,0.4585900783538819,0
medical_breast_cancer,0,241,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.396017606542955e-09,1.7661298513412476,0.7762483163202968,0.0027606834405356447,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,244,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.0657415976198653e-13,1.7661298513412476,0.0880941577365994,0.0012752453115478844,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,245,1,benign,1,1,1,1,1.9450835679890588e-05,0.9999986886978149,0.9999973177909851,4.305130278225988e-05,1.7661298513412476,0.8432567819287955,0.006846859687889339,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,1.9266628868308544e-05,1.8420681158204388e-07,1.0,1.3236929135018727e-06,2.751540470123291,0
medical_breast_cancer,0,254,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.4361285422404511e-18,1.7661298513412476,1.187103222266348e-06,1.7184433260566783e-08,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,257,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.1060616398467227e-12,1.7661298513412476,0.8265995527633276,0.011965797475465048,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,259,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.4563494065841315e-16,1.7661298513412476,0.00012038178340111678,1.7426392109986838e-06,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,260,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,6.447306773119135e-20,1.7661298513412476,5.329343250555279e-08,7.71472202901677e-10,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,265,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,0.0,1.7661298513412476,1.3384205036890485e-25,1.9374884480771803e-27,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,266,1,benign,1,1,1,1,2.2700896806782112e-07,1.0,1.0,5.533136686608486e-07,1.7661298513412476,0.8437926891212539,0.007727546898394807,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,4.280215648577723e-08,1.8420681158204388e-07,1.0,3.747056886993505e-09,0.4585900783538819,0
medical_breast_cancer,0,267,1,benign,1,1,1,1,6.7824480538547505e-06,0.9999995231628418,0.9999991059303284,1.5063772480061743e-05,1.7661298513412476,0.8433951883122925,0.007065993030295299,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,6.598241242272707e-06,1.8420681158204388e-07,1.0,4.526228281065414e-07,2.751540470123291,0
medical_breast_cancer,0,269,1,benign,1,1,1,1,2.858626260149322e-07,1.0,1.0,6.940081220818684e-07,1.7661298513412476,0.8437172940280452,0.00759809451588145,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,1.0165581443288829e-07,1.8420681158204388e-07,1.0,4.782632068156545e-09,0.4585900783538819,0
medical_breast_cancer,0,275,1,benign,1,1,1,1,2.0888708604616113e-05,0.9999985694885254,0.9999971389770508,4.617355079972185e-05,1.7661298513412476,0.843253357024052,0.006841488522864331,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,2.070450179303407e-05,1.8420681158204388e-07,1.0,1.4359007991515682e-06,2.751540470123291,0
medical_breast_cancer,0,276,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.8429546777554151e-09,1.7661298513412476,0.7762483186981546,0.002760685091807599,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,284,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,4.206599726330751e-07,1.7661298513412476,0.8434877377069799,0.0072156040637456394,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,288,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,9.171009729413981e-09,1.7661298513412476,0.7762483021366752,0.002760679942899224,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,289,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.1813148148576147e-07,1.7661298513412476,0.8460567601479937,0.003968078954039923,0,11,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,292,1,benign,1,1,1,1,0.0008830438600853086,0.9999148845672607,0.9998297095298767,0.0018946636701002717,1.7661298513412476,0.8432689400482841,0.006865915381162644,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,0.0008828596532737265,1.8420681158204388e-07,1.0,8.513143984600902e-05,5.961671018600464,0
medical_breast_cancer,0,294,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.2119322434500646e-07,1.7661298513412476,0.8458816355763776,0.006998342273843379,0,11,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,297,0,malignant,1,1,0,0,8.421498023380991e-07,1.0,0.9999999403953552,1.916164364956785e-06,1.7661298513412476,0.8422565135289556,0.005397942132367165,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,6.579429907560552e-07,1.8420681158204388e-07,1.0,2.1058506050053438e-08,0.9171801567077638,0
medical_breast_cancer,0,299,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.0018176005720534e-09,1.7661298513412476,0.7762483623359964,0.002760685386752786,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,302,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,6.789898224676694e-22,1.7661298513412476,5.579433516424198e-10,8.076752356403477e-12,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,309,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.6248848428167548e-08,1.7661298513412476,0.776248329302116,0.002760683704683697,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,316,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,6.849098371786155e-11,1.7661298513412476,0.7762483005868098,0.0027606832970566765,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,318,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,3.430282446981181e-10,1.7661298513412476,0.7762483097783621,0.002760682382906223,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,322,1,benign,1,1,1,1,0.0003314979840070009,0.9999710321426392,0.9999420642852783,0.0007184245041571558,1.7661298513412476,0.8432698721492582,0.006867318969645034,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.0003313137771954189,1.8420681158204388e-07,1.0,2.8955455491086468e-05,4.127310705184937,0
medical_breast_cancer,0,328,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.0729149790833503e-09,1.7661298513412476,0.826599576870043,0.011965802693340778,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,331,1,benign,1,1,1,1,0.0004005864029750228,0.9999643564224243,0.9999287128448486,0.0008666160283610225,1.7661298513412476,0.8432695291074848,0.006866795707017151,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.00040040219616344075,1.8420681158204388e-07,1.0,3.5632718208944425e-05,4.127310705184937,0
medical_breast_cancer,0,335,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.7463240157059284e-15,1.7661298513412476,0.0014435107184735867,2.0896161578469423e-05,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,338,1,benign,1,1,1,1,3.4609271892804827e-07,1.0,1.0,7.621816848768503e-07,1.7661298513412476,0.8413418010216178,0.004228467143514974,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,1.618859073460044e-07,1.8420681158204388e-07,1.0,5.856373608281729e-09,0.4585900783538819,0
medical_breast_cancer,0,353,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,3.4455034381153382e-09,1.7661298513412476,0.8265996169760629,0.011965800615145395,0,15,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,360,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,3.870309850384501e-09,1.7661298513412476,0.7762482860291862,0.0027606841068270093,0,5,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,363,1,benign,0,0,0,0,0.026592237874865532,0.9959065914154053,0.9918131828308105,0.05318932235240936,1.7661298513412476,0.8432689965962741,0.006866031706633947,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,0.02659205366805395,1.8420681158204388e-07,1.0,0.0040934206917881966,8.254621410369873,0
medical_breast_cancer,0,380,1,benign,1,1,1,1,0.0002838281507138163,0.9999755620956421,0.9999511241912842,0.0006159688928164542,1.7661298513412476,0.8432694001222646,0.006866624250151099,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.00028364394390223424,1.8420681158204388e-07,1.0,2.4428276446997188e-05,4.127310705184937,0
medical_breast_cancer,0,383,1,benign,1,1,1,1,0.002413336653262377,0.9997391104698181,0.999478280544281,0.005110024940222502,1.7661298513412476,0.8432691264292345,0.006866203051973484,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,0,0.0024131524464507947,1.8420681158204388e-07,1.0,0.00026087305741384625,5.961671018600464,0
medical_breast_cancer,0,394,1,benign,1,1,1,1,7.233715587062761e-05,0.9999945163726807,0.9999889731407166,0.0001587102742632851,1.7661298513412476,0.843262840839517,0.00685635304340958,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,1,1,7.215294905904557e-05,1.8420681158204388e-07,1.0,5.502100975718349e-06,4.127310705184937,0
medical_breast_cancer,0,397,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.871922220037959e-07,1.7661298513412476,0.8429215073076498,0.006336916811924022,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,0,407,1,benign,1,1,1,1,4.05494773758619e-07,1.0,1.0,9.034599202095706e-07,1.7661298513412476,0.8416829839758732,0.0046505519153244215,0,14,1.1504090252856258e-05,2.5551333965267953e-05,0.8432690010929595,0,1,2.212879621765751e-07,1.8420681158204388e-07,1.0,6.927053597394206e-09,0.4585900783538819,0
