split,fold,target_review_cost,policy,n,review_cost,coverage,automatic_accuracy,error_on_non_deferred,reviewed_error_rate,deferred_error_capture
grouped_prompt,fold_1,0.25,rho_entropy_gradient_low_access_review,15.0,0.26666666666666666,0.7333333333333333,0.45454545454545453,0.5454545454545454,1.0,0.4
grouped_prompt,fold_1,0.35,entropy_fixed_review,15.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
grouped_prompt,fold_1,0.35,gradient_fixed_review,15.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
grouped_prompt,fold_1,0.35,jacobian_fixed_review,15.0,0.3333333333333333,0.6666666666666666,0.3,0.7,0.6,0.3
grouped_prompt,fold_1,0.35,fisher_fixed_review,15.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
grouped_prompt,fold_1,0.35,rho_only_low_access_review,15.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.8,0.4
grouped_prompt,fold_1,0.35,rho_entropy_low_access_review,15.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.8,0.4
grouped_prompt,fold_1,0.35,rho_entropy_gradient_low_access_review,15.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.8,0.4
grouped_prompt,fold_2,0.15,entropy_fixed_review,26.0,0.15384615384615385,0.8461538461538461,0.3181818181818182,0.6818181818181818,1.0,0.21052631578947367
grouped_prompt,fold_2,0.15,gradient_fixed_review,26.0,0.15384615384615385,0.8461538461538461,0.3181818181818182,0.6818181818181818,1.0,0.21052631578947367
grouped_prompt,fold_2,0.15,jacobian_fixed_review,26.0,0.15384615384615385,0.8461538461538461,0.3181818181818182,0.6818181818181818,1.0,0.21052631578947367
grouped_prompt,fold_2,0.15,fisher_fixed_review,26.0,0.15384615384615385,0.8461538461538461,0.3181818181818182,0.6818181818181818,1.0,0.21052631578947367
grouped_prompt,fold_2,0.15,rho_only_low_access_review,26.0,0.15384615384615385,0.8461538461538461,0.3181818181818182,0.6818181818181818,1.0,0.21052631578947367
grouped_prompt,fold_2,0.15,rho_entropy_low_access_review,26.0,0.15384615384615385,0.8461538461538461,0.3181818181818182,0.6818181818181818,1.0,0.21052631578947367
grouped_prompt,fold_2,0.15,rho_entropy_gradient_low_access_review,26.0,0.15384615384615385,0.8461538461538461,0.3181818181818182,0.6818181818181818,1.0,0.21052631578947367
grouped_prompt,fold_2,0.25,entropy_fixed_review,26.0,0.23076923076923078,0.7692307692307693,0.35,0.65,1.0,0.3157894736842105
grouped_prompt,fold_2,0.25,gradient_fixed_review,26.0,0.23076923076923078,0.7692307692307693,0.35,0.65,1.0,0.3157894736842105
grouped_prompt,fold_2,0.25,jacobian_fixed_review,26.0,0.23076923076923078,0.7692307692307693,0.35,0.65,1.0,0.3157894736842105
grouped_prompt,fold_2,0.25,fisher_fixed_review,26.0,0.23076923076923078,0.7692307692307693,0.35,0.65,1.0,0.3157894736842105
grouped_prompt,fold_2,0.25,rho_only_low_access_review,26.0,0.23076923076923078,0.7692307692307693,0.35,0.65,1.0,0.3157894736842105
grouped_prompt,fold_2,0.25,rho_entropy_low_access_review,26.0,0.23076923076923078,0.7692307692307693,0.35,0.65,1.0,0.3157894736842105
grouped_prompt,fold_2,0.25,rho_entropy_gradient_low_access_review,26.0,0.23076923076923078,0.7692307692307693,0.35,0.65,1.0,0.3157894736842105
grouped_prompt,fold_2,0.35,entropy_fixed_review,26.0,0.34615384615384615,0.6538461538461539,0.4117647058823529,0.5882352941176471,1.0,0.47368421052631576
grouped_prompt,fold_2,0.35,gradient_fixed_review,26.0,0.34615384615384615,0.6538461538461539,0.4117647058823529,0.5882352941176471,1.0,0.47368421052631576
grouped_prompt,fold_2,0.35,jacobian_fixed_review,26.0,0.34615384615384615,0.6538461538461539,0.29411764705882354,0.7058823529411765,0.7777777777777778,0.3684210526315789
grouped_prompt,fold_2,0.35,fisher_fixed_review,26.0,0.34615384615384615,0.6538461538461539,0.4117647058823529,0.5882352941176471,1.0,0.47368421052631576
grouped_prompt,fold_2,0.35,rho_only_low_access_review,26.0,0.34615384615384615,0.6538461538461539,0.23529411764705882,0.7647058823529411,0.6666666666666666,0.3157894736842105
grouped_prompt,fold_2,0.35,rho_entropy_low_access_review,26.0,0.34615384615384615,0.6538461538461539,0.4117647058823529,0.5882352941176471,1.0,0.47368421052631576
grouped_prompt,fold_2,0.35,rho_entropy_gradient_low_access_review,26.0,0.34615384615384615,0.6538461538461539,0.4117647058823529,0.5882352941176471,1.0,0.47368421052631576
grouped_prompt,fold_3,0.15,entropy_fixed_review,37.0,0.16216216216216217,0.8378378378378378,0.1935483870967742,0.8064516129032258,1.0,0.1935483870967742
grouped_prompt,fold_3,0.15,gradient_fixed_review,37.0,0.16216216216216217,0.8378378378378378,0.16129032258064516,0.8387096774193549,0.8333333333333334,0.16129032258064516
grouped_prompt,fold_3,0.15,jacobian_fixed_review,37.0,0.16216216216216217,0.8378378378378378,0.1935483870967742,0.8064516129032258,1.0,0.1935483870967742
grouped_prompt,fold_3,0.15,fisher_fixed_review,37.0,0.16216216216216217,0.8378378378378378,0.1935483870967742,0.8064516129032258,1.0,0.1935483870967742
grouped_prompt,fold_3,0.15,rho_only_low_access_review,37.0,0.16216216216216217,0.8378378378378378,0.1935483870967742,0.8064516129032258,1.0,0.1935483870967742
grouped_prompt,fold_3,0.15,rho_entropy_low_access_review,37.0,0.16216216216216217,0.8378378378378378,0.1935483870967742,0.8064516129032258,1.0,0.1935483870967742
grouped_prompt,fold_3,0.15,rho_entropy_gradient_low_access_review,37.0,0.16216216216216217,0.8378378378378378,0.1935483870967742,0.8064516129032258,1.0,0.1935483870967742
grouped_prompt,fold_3,0.25,entropy_fixed_review,37.0,0.24324324324324326,0.7567567567567568,0.17857142857142858,0.8214285714285714,0.8888888888888888,0.25806451612903225
grouped_prompt,fold_3,0.25,gradient_fixed_review,37.0,0.24324324324324326,0.7567567567567568,0.17857142857142858,0.8214285714285714,0.8888888888888888,0.25806451612903225
grouped_prompt,fold_3,0.25,jacobian_fixed_review,37.0,0.24324324324324326,0.7567567567567568,0.21428571428571427,0.7857142857142857,1.0,0.2903225806451613
grouped_prompt,fold_3,0.25,fisher_fixed_review,37.0,0.24324324324324326,0.7567567567567568,0.21428571428571427,0.7857142857142857,1.0,0.2903225806451613
grouped_prompt,fold_3,0.25,rho_only_low_access_review,37.0,0.24324324324324326,0.7567567567567568,0.21428571428571427,0.7857142857142857,1.0,0.2903225806451613
grouped_prompt,fold_3,0.25,rho_entropy_low_access_review,37.0,0.24324324324324326,0.7567567567567568,0.17857142857142858,0.8214285714285714,0.8888888888888888,0.25806451612903225
grouped_prompt,fold_3,0.25,rho_entropy_gradient_low_access_review,37.0,0.24324324324324326,0.7567567567567568,0.21428571428571427,0.7857142857142857,1.0,0.2903225806451613
grouped_prompt,fold_3,0.35,entropy_fixed_review,37.0,0.35135135135135137,0.6486486486486487,0.20833333333333334,0.7916666666666666,0.9230769230769231,0.3870967741935484
grouped_prompt,fold_3,0.35,gradient_fixed_review,37.0,0.35135135135135137,0.6486486486486487,0.16666666666666666,0.8333333333333334,0.8461538461538461,0.3548387096774194
grouped_prompt,fold_3,0.35,jacobian_fixed_review,37.0,0.35135135135135137,0.6486486486486487,0.16666666666666666,0.8333333333333334,0.8461538461538461,0.3548387096774194
grouped_prompt,fold_3,0.35,fisher_fixed_review,37.0,0.35135135135135137,0.6486486486486487,0.25,0.75,1.0,0.41935483870967744
grouped_prompt,fold_3,0.35,rho_only_low_access_review,37.0,0.35135135135135137,0.6486486486486487,0.16666666666666666,0.8333333333333334,0.8461538461538461,0.3548387096774194
grouped_prompt,fold_3,0.35,rho_entropy_low_access_review,37.0,0.35135135135135137,0.6486486486486487,0.20833333333333334,0.7916666666666666,0.9230769230769231,0.3870967741935484
grouped_prompt,fold_3,0.35,rho_entropy_gradient_low_access_review,37.0,0.35135135135135137,0.6486486486486487,0.25,0.75,1.0,0.41935483870967744
grouped_prompt,fold_4,0.15,entropy_fixed_review,14.0,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.5,0.1111111111111111
grouped_prompt,fold_4,0.15,gradient_fixed_review,14.0,0.14285714285714285,0.8571428571428571,0.4166666666666667,0.5833333333333334,1.0,0.2222222222222222
grouped_prompt,fold_4,0.15,jacobian_fixed_review,14.0,0.14285714285714285,0.8571428571428571,0.25,0.75,0.0,0.0
grouped_prompt,fold_4,0.15,fisher_fixed_review,14.0,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.5,0.1111111111111111
grouped_prompt,fold_4,0.15,rho_only_low_access_review,14.0,0.14285714285714285,0.8571428571428571,0.4166666666666667,0.5833333333333334,1.0,0.2222222222222222
grouped_prompt,fold_4,0.15,rho_entropy_low_access_review,14.0,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.5,0.1111111111111111
grouped_prompt,fold_4,0.15,rho_entropy_gradient_low_access_review,14.0,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.5,0.1111111111111111
grouped_prompt,fold_4,0.25,entropy_fixed_review,14.0,0.2857142857142857,0.7142857142857143,0.3,0.7,0.5,0.2222222222222222
grouped_prompt,fold_4,0.25,gradient_fixed_review,14.0,0.2857142857142857,0.7142857142857143,0.3,0.7,0.5,0.2222222222222222
grouped_prompt,fold_4,0.25,jacobian_fixed_review,14.0,0.2857142857142857,0.7142857142857143,0.2,0.8,0.25,0.1111111111111111
grouped_prompt,fold_4,0.25,fisher_fixed_review,14.0,0.2857142857142857,0.7142857142857143,0.3,0.7,0.5,0.2222222222222222
grouped_prompt,fold_4,0.25,rho_only_low_access_review,14.0,0.2857142857142857,0.7142857142857143,0.4,0.6,0.75,0.3333333333333333
grouped_prompt,fold_4,0.25,rho_entropy_low_access_review,14.0,0.2857142857142857,0.7142857142857143,0.3,0.7,0.5,0.2222222222222222
grouped_prompt,fold_4,0.25,rho_entropy_gradient_low_access_review,14.0,0.2857142857142857,0.7142857142857143,0.4,0.6,0.75,0.3333333333333333
grouped_prompt,fold_4,0.35,entropy_fixed_review,14.0,0.35714285714285715,0.6428571428571429,0.2222222222222222,0.7777777777777778,0.4,0.2222222222222222
grouped_prompt,fold_4,0.35,gradient_fixed_review,14.0,0.35714285714285715,0.6428571428571429,0.3333333333333333,0.6666666666666666,0.6,0.3333333333333333
grouped_prompt,fold_4,0.35,jacobian_fixed_review,14.0,0.35714285714285715,0.6428571428571429,0.2222222222222222,0.7777777777777778,0.4,0.2222222222222222
grouped_prompt,fold_4,0.35,fisher_fixed_review,14.0,0.35714285714285715,0.6428571428571429,0.2222222222222222,0.7777777777777778,0.4,0.2222222222222222
grouped_prompt,fold_4,0.35,rho_only_low_access_review,14.0,0.35714285714285715,0.6428571428571429,0.4444444444444444,0.5555555555555556,0.8,0.4444444444444444
grouped_prompt,fold_4,0.35,rho_entropy_low_access_review,14.0,0.35714285714285715,0.6428571428571429,0.3333333333333333,0.6666666666666666,0.6,0.3333333333333333
grouped_prompt,fold_4,0.35,rho_entropy_gradient_low_access_review,14.0,0.35714285714285715,0.6428571428571429,0.3333333333333333,0.6666666666666666,0.6,0.3333333333333333
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.15,entropy_fixed_review,12.0,0.16666666666666666,0.8333333333333334,0.2,0.8,1.0,0.2
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.15,gradient_fixed_review,12.0,0.16666666666666666,0.8333333333333334,0.2,0.8,1.0,0.2
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.15,jacobian_fixed_review,12.0,0.16666666666666666,0.8333333333333334,0.2,0.8,1.0,0.2
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.15,fisher_fixed_review,12.0,0.16666666666666666,0.8333333333333334,0.2,0.8,1.0,0.2
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.15,rho_only_low_access_review,12.0,0.16666666666666666,0.8333333333333334,0.2,0.8,1.0,0.2
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.15,rho_entropy_low_access_review,12.0,0.16666666666666666,0.8333333333333334,0.2,0.8,1.0,0.2
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.15,rho_entropy_gradient_low_access_review,12.0,0.16666666666666666,0.8333333333333334,0.2,0.8,1.0,0.2
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.25,entropy_fixed_review,12.0,0.25,0.75,0.2222222222222222,0.7777777777777778,1.0,0.3
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.25,gradient_fixed_review,12.0,0.25,0.75,0.2222222222222222,0.7777777777777778,1.0,0.3
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.25,jacobian_fixed_review,12.0,0.25,0.75,0.2222222222222222,0.7777777777777778,1.0,0.3
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.25,fisher_fixed_review,12.0,0.25,0.75,0.2222222222222222,0.7777777777777778,1.0,0.3
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.25,rho_only_low_access_review,12.0,0.25,0.75,0.1111111111111111,0.8888888888888888,0.6666666666666666,0.2
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.25,rho_entropy_low_access_review,12.0,0.25,0.75,0.2222222222222222,0.7777777777777778,1.0,0.3
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.25,rho_entropy_gradient_low_access_review,12.0,0.25,0.75,0.2222222222222222,0.7777777777777778,1.0,0.3
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.35,entropy_fixed_review,12.0,0.3333333333333333,0.6666666666666666,0.25,0.75,1.0,0.4
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.35,gradient_fixed_review,12.0,0.3333333333333333,0.6666666666666666,0.25,0.75,1.0,0.4
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.35,jacobian_fixed_review,12.0,0.3333333333333333,0.6666666666666666,0.25,0.75,1.0,0.4
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.35,fisher_fixed_review,12.0,0.3333333333333333,0.6666666666666666,0.25,0.75,1.0,0.4
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.35,rho_only_low_access_review,12.0,0.3333333333333333,0.6666666666666666,0.125,0.875,0.75,0.3
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.35,rho_entropy_low_access_review,12.0,0.3333333333333333,0.6666666666666666,0.125,0.875,0.75,0.3
leave_one_model_out,Qwen/Qwen2.5-0.5B,0.35,rho_entropy_gradient_low_access_review,12.0,0.3333333333333333,0.6666666666666666,0.25,0.75,1.0,0.4
leave_one_model_out,bert-base-uncased,0.15,entropy_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.5806451612903226,0.41935483870967744,0.8,0.23529411764705882
leave_one_model_out,bert-base-uncased,0.15,gradient_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.5161290322580645,0.4838709677419355,0.4,0.11764705882352941
leave_one_model_out,bert-base-uncased,0.15,jacobian_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.4838709677419355,0.5161290322580645,0.2,0.058823529411764705
leave_one_model_out,bert-base-uncased,0.15,fisher_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.5483870967741935,0.45161290322580644,0.6,0.17647058823529413
leave_one_model_out,bert-base-uncased,0.15,rho_only_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.5483870967741935,0.45161290322580644,0.6,0.17647058823529413
leave_one_model_out,bert-base-uncased,0.15,rho_entropy_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.5806451612903226,0.41935483870967744,0.8,0.23529411764705882
leave_one_model_out,bert-base-uncased,0.15,rho_entropy_gradient_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.5483870967741935,0.45161290322580644,0.6,0.17647058823529413
leave_one_model_out,bert-base-uncased,0.25,entropy_fixed_review,36.0,0.25,0.75,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.29411764705882354
leave_one_model_out,bert-base-uncased,0.25,gradient_fixed_review,36.0,0.25,0.75,0.48148148148148145,0.5185185185185185,0.3333333333333333,0.17647058823529413
leave_one_model_out,bert-base-uncased,0.25,jacobian_fixed_review,36.0,0.25,0.75,0.48148148148148145,0.5185185185185185,0.3333333333333333,0.17647058823529413
leave_one_model_out,bert-base-uncased,0.25,fisher_fixed_review,36.0,0.25,0.75,0.5925925925925926,0.4074074074074074,0.6666666666666666,0.35294117647058826
leave_one_model_out,bert-base-uncased,0.25,rho_only_low_access_review,36.0,0.25,0.75,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.29411764705882354
leave_one_model_out,bert-base-uncased,0.25,rho_entropy_low_access_review,36.0,0.25,0.75,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.29411764705882354
leave_one_model_out,bert-base-uncased,0.25,rho_entropy_gradient_low_access_review,36.0,0.25,0.75,0.5925925925925926,0.4074074074074074,0.6666666666666666,0.35294117647058826
leave_one_model_out,bert-base-uncased,0.35,entropy_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.5652173913043478,0.43478260869565216,0.5384615384615384,0.4117647058823529
leave_one_model_out,bert-base-uncased,0.35,gradient_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.4782608695652174,0.5217391304347826,0.38461538461538464,0.29411764705882354
leave_one_model_out,bert-base-uncased,0.35,jacobian_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.5652173913043478,0.43478260869565216,0.5384615384615384,0.4117647058823529
leave_one_model_out,bert-base-uncased,0.35,fisher_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.5652173913043478,0.43478260869565216,0.5384615384615384,0.4117647058823529
leave_one_model_out,bert-base-uncased,0.35,rho_only_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.5217391304347826,0.4782608695652174,0.46153846153846156,0.35294117647058826
leave_one_model_out,bert-base-uncased,0.35,rho_entropy_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.5217391304347826,0.4782608695652174,0.46153846153846156,0.35294117647058826
leave_one_model_out,bert-base-uncased,0.35,rho_entropy_gradient_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.5652173913043478,0.43478260869565216,0.5384615384615384,0.4117647058823529
leave_one_model_out,distilbert-base-uncased,0.15,entropy_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.4838709677419355,0.5161290322580645,0.8,0.2
leave_one_model_out,distilbert-base-uncased,0.15,gradient_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.45161290322580644,0.5483870967741935,0.6,0.15
leave_one_model_out,distilbert-base-uncased,0.15,jacobian_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.45161290322580644,0.5483870967741935,0.6,0.15
leave_one_model_out,distilbert-base-uncased,0.15,fisher_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.5161290322580645,0.4838709677419355,1.0,0.25
leave_one_model_out,distilbert-base-uncased,0.15,rho_only_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.45161290322580644,0.5483870967741935,0.6,0.15
leave_one_model_out,distilbert-base-uncased,0.15,rho_entropy_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.45161290322580644,0.5483870967741935,0.6,0.15
leave_one_model_out,distilbert-base-uncased,0.15,rho_entropy_gradient_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.4838709677419355,0.5161290322580645,0.8,0.2
leave_one_model_out,distilbert-base-uncased,0.25,entropy_fixed_review,36.0,0.25,0.75,0.48148148148148145,0.5185185185185185,0.6666666666666666,0.3
leave_one_model_out,distilbert-base-uncased,0.25,gradient_fixed_review,36.0,0.25,0.75,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.25
leave_one_model_out,distilbert-base-uncased,0.25,jacobian_fixed_review,36.0,0.25,0.75,0.48148148148148145,0.5185185185185185,0.6666666666666666,0.3
leave_one_model_out,distilbert-base-uncased,0.25,fisher_fixed_review,36.0,0.25,0.75,0.5555555555555556,0.4444444444444444,0.8888888888888888,0.4
leave_one_model_out,distilbert-base-uncased,0.25,rho_only_low_access_review,36.0,0.25,0.75,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.25
leave_one_model_out,distilbert-base-uncased,0.25,rho_entropy_low_access_review,36.0,0.25,0.75,0.48148148148148145,0.5185185185185185,0.6666666666666666,0.3
leave_one_model_out,distilbert-base-uncased,0.25,rho_entropy_gradient_low_access_review,36.0,0.25,0.75,0.5185185185185185,0.48148148148148145,0.7777777777777778,0.35
leave_one_model_out,distilbert-base-uncased,0.35,entropy_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.5217391304347826,0.4782608695652174,0.6923076923076923,0.45
leave_one_model_out,distilbert-base-uncased,0.35,gradient_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.5217391304347826,0.4782608695652174,0.6923076923076923,0.45
leave_one_model_out,distilbert-base-uncased,0.35,jacobian_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.4782608695652174,0.5217391304347826,0.6153846153846154,0.4
leave_one_model_out,distilbert-base-uncased,0.35,fisher_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.5217391304347826,0.4782608695652174,0.6923076923076923,0.45
leave_one_model_out,distilbert-base-uncased,0.35,rho_only_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.43478260869565216,0.5652173913043478,0.5384615384615384,0.35
leave_one_model_out,distilbert-base-uncased,0.35,rho_entropy_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.4782608695652174,0.5217391304347826,0.6153846153846154,0.4
leave_one_model_out,distilbert-base-uncased,0.35,rho_entropy_gradient_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.5217391304347826,0.4782608695652174,0.6923076923076923,0.45
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.15,entropy_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.06451612903225806,0.9354838709677419,1.0,0.14705882352941177
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.15,gradient_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.06451612903225806,0.9354838709677419,1.0,0.14705882352941177
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.15,jacobian_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.06451612903225806,0.9354838709677419,1.0,0.14705882352941177
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.15,fisher_fixed_review,36.0,0.1388888888888889,0.8611111111111112,0.06451612903225806,0.9354838709677419,1.0,0.14705882352941177
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.15,rho_only_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.06451612903225806,0.9354838709677419,1.0,0.14705882352941177
