true_label,true_class,pred,correct,confidence,true_prob,entropy,varentropy,margin,loss,rho,v_total,v_access,v_inaccess,route_rank,hidden_norm,grad_entropy_norm,grad_loss_norm,projected_grad_entropy_norm,projected_grad_loss_norm,index,rho_group,pair_id,match_distance
0,airplane,0,1,0.5178338016774585,0.5178338016774585,1.5079593201457349,1.1588991660343673,0.337135482884472,0.6581009343873151,0.8334695418088371,1.1588991660343706,0.9659071569173103,0.19299200911706027,2,5.091364860534668,0.882551844796051,0.9027932046213568,0.36552922738844207,0.26837735501811966,1078,low_rho,5,2.163373641907693
0,airplane,0,1,0.5234343429759584,0.5234343429759584,1.300519627965831,0.8712642856745678,0.2584410842631742,0.647343675876352,0.9589770410979204,0.8712642856745699,0.8355224466904922,0.03574183898407768,2,14.048758506774902,0.6581849711276345,0.9158211032892658,0.2883426481224452,0.18513840965485998,1295,high_rho,5,2.163373641907693
0,airplane,0,1,0.38877703971301153,0.38877703971301153,1.8888640598698272,0.7542592495866054,0.23422886114915456,0.9447492623757046,0.7964450981001803,0.7542592495866058,0.6007260820299727,0.15353316755663315,2,3.5510759353637695,0.7932695401463297,1.1781353525541012,0.35553608463376685,0.3990443991141592,1319,low_rho,6,2.07568402804757
0,airplane,0,1,0.38982611360466113,0.38982611360466113,1.562798335116595,0.9404042400106654,0.05244275937852938,0.9420545018368583,0.966100855402704,0.9404042400106709,0.9085253406986389,0.03187889931203203,2,4.657569408416748,0.6459101124593067,1.202754700336676,0.34932320973388253,0.20412149320884204,929,high_rho,6,2.07568402804757
0,airplane,0,1,0.38220572951259973,0.38220572951259973,1.8856707984356313,0.7580646329081703,0.21343825945975756,0.9617962564128693,0.8222897607179529,0.7580646329081703,0.6233487856028022,0.13471584730536812,2,3.410400152206421,0.7779338776755901,1.167766475689074,0.35652245914322006,0.4066444545506078,1579,low_rho,7,2.465523407935951
0,airplane,0,1,0.2856753563557429,0.2856753563557429,1.9759016192392436,0.5402722671969048,0.05927769203987382,1.2528992305335176,0.9745789151944727,0.5402722671969048,0.5265379600744178,0.013734307122487022,2,3.361288070678711,0.5893998862790564,1.4028698851775228,0.3361759854058021,0.3905900308419096,189,high_rho,7,2.465523407935951
6,frog,6,1,0.2678879139352286,0.2678879139352286,1.9354738423849447,0.4372840035987128,0.07105455952428646,1.3171866175394706,0.9199396350942195,0.43728400359871256,0.402274886703139,0.03500911689557357,2,3.3525028228759766,0.5098162610644819,1.994998962956543,0.2096230546469214,0.6101438068707642,605,low_rho,8,1.5192589987029936
6,frog,6,1,0.26105959256083566,0.26105959256083566,1.9546788096150396,0.4186235906418049,0.06832412297468804,1.3430065737335224,0.9265845057460879,0.418623590641805,0.3878901328284895,0.03073345781331549,2,3.2728586196899414,0.498722825133481,2.009853381204179,0.2087855229490941,0.616612942973005,5,high_rho,8,1.5192589987029936
8,ship,8,1,0.29967490571126204,0.29967490571126204,1.840094982618522,0.5944162513329457,0.07777580854383362,1.2050570395256726,0.9011284404095927,0.5944162513329463,0.5356453895177744,0.05877086181517188,2,3.1368582248687744,0.5291266333584508,1.1565422441859396,0.29661575756832353,0.34781920484117634,54,low_rho,9,1.0560202744445046
8,ship,8,1,0.32664511528744555,0.32664511528744555,1.7230426472981517,0.6731846237828105,0.05970642561066075,1.118880971771844,0.9333808279748933,0.6731846237828121,0.6283376215263682,0.04484700225644389,2,3.7670745849609375,0.5325051789890417,1.1091296917759674,0.2994193836815488,0.2877727558305194,403,high_rho,9,1.0560202744445046
8,ship,8,1,0.3022891698123062,0.3022891698123062,1.812761797263146,0.5848463911131598,0.07671651537623406,1.1963712037984429,0.747757753688239,0.5848463911131597,0.4373234236714496,0.14752296744171012,2,3.4765162467956543,0.5149116478378086,1.1269522501821343,0.25573977951987964,0.36045489712395057,552,low_rho,10,2.484824068597761
8,ship,8,1,0.3210822817494958,0.3210822817494958,1.7883921225458574,0.7019717821664603,0.0590347754996291,1.136057859261217,0.9577477628255966,0.701971782166461,0.672311903936625,0.029659878229835956,2,3.955496072769165,0.5898779378311105,1.1213637925572633,0.334510654333687,0.31337662470055133,1347,high_rho,10,2.484824068597761
8,ship,8,1,0.2811814600061261,0.2811814600061261,1.8608076471528476,0.560649185110649,0.06815405928945656,1.2687550529186267,0.8665192170323929,0.5606491851106494,0.48581329291192904,0.07483589219872039,2,3.010861873626709,0.5082577238240423,1.1724415978142373,0.2823258485652776,0.3632500985258796,1259,low_rho,11,2.393979306517251
8,ship,8,1,0.30848245441522804,0.30848245441522804,1.8976033594836466,0.6307048192198791,0.07012379025834262,1.1760903111107088,0.9761239106970538,0.630704819219879,0.6156460546323866,0.015058764587492335,2,3.0705864429473877,0.6070665566565322,1.17326952657054,0.34832397671581206,0.3669266969507504,126,high_rho,11,2.393979306517251
