model,prompt_id,task,topic,observed_condition,layer,subspace_family,subspace_k,rep,top_k_output,rank_whitened_jb,rho,v_access,v_inaccess,entropy,varentropy,confidence,margin,trace_fim,jacobian_fro_norm,fisher_output_fro_norm,grad_entropy_proj_norm,grad_varentropy_proj_norm,logit_norm,direction,sign,epsilon,latent_step_norm,fisher_output_energy,direction_output_energy_unit,first_order_entropy,directional_success,candidate_mass_before_full_vocab,candidate_mass_after_full_vocab,candidate_mass_retention_ratio,full_vocab_top5_jaccard,full_vocab_top10_jaccard,candidate_set_kl,entropy_after,delta_entropy,abs_delta_entropy,varentropy_after,delta_varentropy,abs_delta_varentropy,semantic_entropy_proxy_after,delta_semantic_entropy_proxy,cluster_distribution_l1,embedding_centroid_delta_norm,selected_logit_l2,selected_prob_l1,selected_kl_before_after,rank_displacement_mean,top5_jaccard,selected_top1_changed,target_in_topk,target_correct_changed,delta_target_prob_topk,non_target_mass_delta,source,top10_jaccard,case_id,prompt,target,mode,hidden_step_norm,entropy_before,varentropy_before,confidence_before,confidence_after,delta_confidence,semantic_entropy_proxy_before,semantic_density_uncertainty_before,semantic_density_uncertainty_after,delta_semantic_density_uncertainty,haloscope_style_consistency_risk_before,haloscope_style_consistency_risk_after,delta_haloscope_style_consistency_risk,selected_top1_before,selected_top1_after,target_in_topm,target_top1_before,target_top1_after,target_prob_before,target_prob_after,delta_target_prob,top1_token_before,top1_token_after,entropy_efficiency,varentropy_efficiency,_unit_id,_route_id,candidate_policy
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer23,factual_completion,currency,,23,delta_pca,8,,,,0.9313656547903014,,,,,,,,,,,,,accessible_ls,decrease,0.05,3.0455551619642898,0.05,,,,,,,,,,1.0666469470782465,-0.0518009638042007,0.0518009638042007,1.2621025553069225,-0.0917557594010474,0.0917557594010474,0.8198996103926063,-0.0217274642994443,,,,,,,1.0,0,,0.0,,,decoder_main,0.8181818181818182,factual_completion:4:1,The currency used in Japan is the,yen,fisher_output_equal,3.0455551619642898,1.1184479108824472,1.3538583147079697,0.4999283680211984,0.5085132882888449,0.0085849202676464,0.8416270746920507,0.1732337726072399,0.1689703887651377,-0.0042633838421022,0.5381385536389696,0.5277364201005226,-0.0104021335384469,57340.0,57340.0,1.0,1.0,1.0,0.4999283680211984,0.5085132882888449,0.0085849202676464,yen,yen,1.036019276084014,1.835115188020948,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:4:1:layer23::factual_completion::currency::nan::decrease,23::delta_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer23,factual_completion,currency,,23,delta_pca,8,,,,0.9313656547903014,,,,,,,,,,,,,accessible_ls,increase,0.05,3.0455551619642898,0.05,,,,,,,,,,1.179324189925745,0.0608762790432977,0.0608762790432977,1.4463030644230994,0.0924447497151297,0.0924447497151297,0.8672603964005631,0.0256333217085124,,,,,,,1.0,0,,0.0,,,decoder_main,1.0,factual_completion:4:1,The currency used in Japan is the,yen,fisher_output_equal,3.0455551619642898,1.1184479108824472,1.3538583147079697,0.4999283680211984,0.4898808647521466,-0.0100475032690518,0.8416270746920507,0.1732337726072399,0.1784233738200409,0.0051896012128009,0.5381385536389696,0.5503956463256452,0.0122570926866756,57340.0,57340.0,1.0,1.0,1.0,0.4999283680211984,0.4898808647521466,-0.0100475032690518,yen,yen,1.217525580865954,1.8488949943025936,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:factual_completion:4:1:layer23::factual_completion::currency::nan::increase,23::delta_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer12,generative_open,scene,,12,delta_pca,8,,,,0.8865351991477227,,,,,,,,,,,,,accessible_ls,decrease,0.05,0.44267294422546,0.05,,,,,,,,,,2.177896900408588,-0.0468038322135409,0.0468038322135409,1.054780641602873,0.0670872658087798,0.0670872658087798,1.2917351416679574,-0.0118570605832128,,,,,,,1.0,0,,,,,decoder_main,0.8181818181818182,generative_open:1:2,A traveler entering a city might first see the,,fisher_output_equal,0.44267294422546,2.224700732622128,0.9876933757940932,0.3073704379079509,0.3238338099289976,0.0164633720210466,1.3035922022511703,0.3177918432344571,0.3136822118265809,-0.0041096314078761,0.7840741518486435,0.7732744235776547,-0.0107997282709887,47542.0,47542.0,0.0,,,0.0,0.0,0.0,tas,tas,0.936076644270818,1.341745316175596,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:1:2:layer12::generative_open::scene::nan::decrease,12::delta_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer12,generative_open,scene,,12,delta_pca,8,,,,0.8865351991477227,,,,,,,,,,,,,accessible_ls,increase,0.05,0.44267294422546,0.05,,,,,,,,,,2.271320107365531,0.0466193747434027,0.0466193747434027,0.9169135780066344,-0.0707797977874589,0.0707797977874589,1.314891514840122,0.0112993125889517,,,,,,,1.0,0,,,,,decoder_main,1.0,generative_open:1:2,A traveler entering a city might first see the,,fisher_output_equal,0.44267294422546,2.224700732622128,0.9876933757940932,0.3073704379079509,0.2906847859244649,-0.0166856519834859,1.3035922022511703,0.3177918432344571,0.3217987378186576,0.0040068945842005,0.7840741518486435,0.7947167673167419,0.0106426154680984,47542.0,47542.0,0.0,,,0.0,0.0,0.0,tas,tas,0.932387494868054,1.4155959557491775,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:1:2:layer12::generative_open::scene::nan::increase,12::delta_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer23,generative_open,scene,,23,delta_pca,8,,,,0.8881068014912625,,,,,,,,,,,,,accessible_ls,decrease,0.05,1.7666472137352756,0.05,,,,,,,,,,2.3362722342756044,-0.0407852209950645,0.0407852209950645,0.7963088602108619,0.0586138737775123,0.0586138737775123,1.2290251775191945,-0.0174624412285675,,,,,,,0.6666666666666666,0,,,,,decoder_main,1.0,generative_open:1:2,A traveler entering a city might first see the,,fisher_output_equal,1.766647213735275,2.377057455270669,0.7376949864333495,0.2166774928416964,0.2256173123643581,0.0089398195226616,1.246487618747762,0.32543360386479,0.3209937070087256,-0.0044398968560643,0.7135422392923133,0.7006686775971885,-0.0128735616951247,60347.0,60347.0,0.0,,,0.0,0.0,0.0,"""<?","""<?",0.81570441990129,1.172277475550246,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:1:2:layer23::generative_open::scene::nan::decrease,23::delta_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer23,generative_open,scene,,23,delta_pca,8,,,,0.8881068014912625,,,,,,,,,,,,,accessible_ls,increase,0.05,1.7666472137352756,0.05,,,,,,,,,,2.417092735019814,0.0400352797491452,0.0400352797491452,0.6762511374394821,-0.0614438489938674,0.0614438489938674,1.263459268643082,0.01697164989532,,,,,,,1.0,0,,,,,decoder_main,0.8181818181818182,generative_open:1:2,A traveler entering a city might first see the,,fisher_output_equal,1.766647213735275,2.377057455270669,0.7376949864333495,0.2166774928416964,0.2075088979397492,-0.0091685949019471,1.246487618747762,0.32543360386479,0.329895514084673,0.0044619102198829,0.7135422392923133,0.7264855412219708,0.0129433019296575,60347.0,60347.0,0.0,,,0.0,0.0,0.0,"""<?","""<?",0.800705594982904,1.228876979877348,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:1:2:layer23::generative_open::scene::nan::increase,23::delta_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer12,generative_open,common,,12,random,8,,,,0.9170563801425722,,,,,,,,,,,,,accessible_ls,decrease,0.05,0.178718589868796,0.05,,,,,,,,,,1.7476406463249297,-0.0637827615845172,0.0637827615845172,1.849036478107677,0.0564240459162614,0.0564240459162614,0.7989707876716361,-0.0363605667917705,,,,,,,0.6666666666666666,0,,,,,decoder_main,1.0,generative_open:2:0,"When people want to celebrate, they often bring",,fisher_output_equal,0.1787185898687961,1.811423407909447,1.7926124321914152,0.4841663650769991,0.5029973538733166,0.0188309887963174,0.8353313544634067,0.2519969585848609,0.2441893145088283,-0.0078076440760326,0.4266515837225501,0.4053855545658316,-0.0212660291567184,120289.0,120289.0,0.0,,,0.0,0.0,0.0,珣,珣,1.275655231690344,1.128480918325228,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:2:0:layer12::generative_open::common::nan::decrease,12::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer12,generative_open,common,,12,random,8,,,,0.9170563801425722,,,,,,,,,,,,,accessible_ls,increase,0.05,0.178718589868796,0.05,,,,,,,,,,1.87572473464734,0.0643013267378931,0.0643013267378931,1.7257786625493428,-0.0668337696420724,0.0668337696420724,0.8717935013199498,0.0364621468565431,,,,,,,1.0,0,,,,,decoder_main,1.0,generative_open:2:0,"When people want to celebrate, they often bring",,fisher_output_equal,0.1787185898687961,1.811423407909447,1.7926124321914152,0.4841663650769991,0.4648026602200876,-0.0193637048569114,0.8353313544634067,0.2519969585848609,0.2598387728322736,0.0078418142474127,0.4266515837225501,0.4483139793660175,0.0216623956434674,120289.0,120289.0,0.0,,,0.0,0.0,0.0,珣,珣,1.286026534757862,1.336675392841448,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:2:0:layer12::generative_open::common::nan::increase,12::random::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer23,generative_open,common,,23,state_pca,8,,,,0.9211605557295216,,,,,,,,,,,,,accessible_ls,decrease,0.05,2.508818026332561,0.05,,,,,,,,,,1.3947329336295462,-0.0698810297454415,0.0698810297454415,2.308686617806651,0.0381648065621287,0.0381648065621287,0.8914572926967177,-0.0383771804646883,,,,,,,1.0,0,,,,,decoder_main,1.0,generative_open:2:0,"When people want to celebrate, they often bring",,fisher_output_equal,2.5088180263325617,1.4646139633749875,2.2705218112445222,0.6548698750263716,0.6760203796227431,0.0211505045963714,0.929834473161406,0.2030968326768234,0.1927168289185288,-0.0103800037582946,0.4842846972820033,0.4609321857875735,-0.0233525114944297,20609.0,20609.0,0.0,,,0.0,0.0,0.0,gifts,gifts,1.3976205949088298,0.763296131242574,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:2:0:layer23::generative_open::common::nan::decrease,23::state_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer23,generative_open,common,,23,state_pca,8,,,,0.9211605557295216,,,,,,,,,,,,,accessible_ls,increase,0.05,2.508818026332561,0.05,,,,,,,,,,1.539323066793988,0.0747091034190003,0.0747091034190003,2.217166260903648,-0.0533555503408744,0.0533555503408744,0.97000070853288,0.0401662353714741,,,,,,,1.0,0,,,,,decoder_main,1.0,generative_open:2:0,"When people want to celebrate, they often bring",,fisher_output_equal,2.5088180263325617,1.4646139633749875,2.2705218112445222,0.6548698750263716,0.6316726077572543,-0.0231972672691173,0.929834473161406,0.2030968326768234,0.2141184788955955,0.0110216462187721,0.4842846972820033,0.5092156313779908,0.0249309340959874,20609.0,20609.0,0.0,,,0.0,0.0,0.0,gifts,gifts,1.494182068380006,1.0671110068174878,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:2:0:layer23::generative_open::common::nan::increase,23::state_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer12,generative_open,scene,,12,delta_pca,8,,,,0.8319038168581965,,,,,,,,,,,,,accessible_ls,decrease,0.05,0.3984659549970392,0.05,,,,,,,,,,1.965086690412735,-0.0494521741007114,0.0494521741007114,1.26538891602658,0.0351375095171826,0.0351375095171826,1.1459337509155607,-0.0184462458878682,,,,,,,1.0,0,,,,,decoder_main,1.0,generative_open:4:1,"In a school hallway, a student may notice the",,fisher_output_equal,0.3984659549970392,2.0145388645134465,1.2302514065093972,0.3228523519769053,0.3342713205454826,0.0114189685685772,1.164379996803429,0.2841807990184709,0.2799274457733156,-0.0042533532451553,0.7036943594657896,0.6947405237724535,-0.008953835693336,47542.0,47542.0,0.0,,,0.0,0.0,0.0,tas,tas,0.989043482014228,0.7027501903436519,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:4:1:layer12::generative_open::scene::nan::decrease,12::delta_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer12,generative_open,scene,,12,delta_pca,8,,,,0.8319038168581965,,,,,,,,,,,,,accessible_ls,increase,0.05,0.3984659549970392,0.05,,,,,,,,,,2.066144098801112,0.0516052342876651,0.0516052342876651,1.1861361271682571,-0.0441152793411401,0.0441152793411401,1.1836338038977434,0.0192538070943144,,,,,,,1.0,0,,,,,decoder_main,0.8181818181818182,generative_open:4:1,"In a school hallway, a student may notice the",,fisher_output_equal,0.3984659549970392,2.0145388645134465,1.2302514065093972,0.3228523519769053,0.310788820866914,-0.0120635311099913,1.164379996803429,0.2841807990184709,0.288691314232415,0.004510515213944,0.7036943594657896,0.7133923656076471,0.0096980061418574,47542.0,47542.0,0.0,,,0.0,0.0,0.0,tas,tas,1.0321046857533018,0.882305586822802,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:4:1:layer12::generative_open::scene::nan::increase,12::delta_pca::8::nan::nan,high_rho_route
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer23,generative_open,scene,,23,delta_pca,8,,,,0.9569866166041532,,,,,,,,,,,,,accessible_ls,decrease,0.05,4.258929550730042,0.05,,,,,,,,,,0.793437371567498,-0.0643253256964033,0.0643253256964033,1.9094325739532945,-0.0559935291638771,0.0559935291638771,0.6199735204224843,-0.0406821731646498,,,,,,,1.0,0,,,,,decoder_main,1.0,generative_open:4:1,"In a school hallway, a student may notice the",,fisher_output_equal,4.25892955073004,0.8577626972639014,1.965426103117172,0.8058306068692005,0.8233720863132905,0.01754147944409,0.6606556935871342,0.1266227898297471,0.1163449477306313,-0.0102778420991158,0.3301823184202442,0.3075777807427498,-0.0226045376774944,2701.0,2701.0,0.0,,,0.0,0.0,0.0,following,following,1.2865065139280658,1.119870583277542,decoder_main::Qwen/Qwen2.5-0.5B::qwen_qwen2.5-0.5b:generative_open:4:1:layer23::generative_open::scene::nan::decrease,23::delta_pca::8::nan::nan,high_rho_route
