model,item_id,task_type,layer,method,eps,objective,correct_before,pred_before,pred_after,gold,answer_preserved,correct_after,confidence_before,confidence_after,same_answer_confidence_after,gold_probability_before,gold_probability_after,wrong_confidence_reduced,correct_confidence_increased,overcorrection,p_after_A,p_after_B,p_after_C,p_after_D,outcome_group
Qwen/Qwen2.5-0.5B,0,math,12,projected_gradient,0.2,decrease_wrong_confidence,0,D,C,B,0,0,0.5410639478449963,0.3909497520463515,0.2951043552323691,0.02590600965759402,0.030146807801481112,1,0,0,0.28379908491979816,0.030146807801481112,0.3909497520463515,0.2951043552323691,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,projected_gradient,0.4,decrease_wrong_confidence,0,D,C,B,0,0,0.5410639478449963,0.49020391899438515,0.12989110761928507,0.02590600965759402,0.028200866819354613,1,0,0,0.35170410656697526,0.028200866819354613,0.49020391899438515,0.12989110761928507,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,random_activation,0.05,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5410090931720561,0.5410090931720561,0.02590600965759402,0.02600476620470105,1,0,0,0.18335145622086393,0.02600476620470105,0.2496346844023789,0.5410090931720561,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,random_activation,0.1,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5395958679956173,0.5395958679956173,0.02590600965759402,0.02614026162548567,1,0,0,0.18430679196649463,0.02614026162548567,0.24995707841240247,0.5395958679956173,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,random_activation,0.2,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.540011390389606,0.540011390389606,0.02590600965759402,0.02636556974503991,1,0,0,0.18444871966455273,0.02636556974503991,0.24917432020080138,0.540011390389606,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,random_activation,0.4,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5372535711010098,0.5372535711010098,0.02590600965759402,0.026748280275285027,1,0,0,0.18712609276850897,0.026748280275285027,0.24887205585519617,0.5372535711010098,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,standard_delta_pca,0.05,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5394005670437898,0.5394005670437898,0.02590600965759402,0.026233073498673282,1,0,0,0.183521800078175,0.026233073498673282,0.25084455937936184,0.5394005670437898,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,standard_delta_pca,0.1,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.53687431420582,0.53687431420582,0.02590600965759402,0.026417991265010106,1,0,0,0.18409492390225737,0.026417991265010106,0.25261277062691245,0.53687431420582,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,standard_delta_pca,0.2,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5335341006306956,0.5335341006306956,0.02590600965759402,0.02708700892282767,1,0,0,0.18438445136244133,0.02708700892282767,0.25499443908403546,0.5335341006306956,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,standard_delta_pca,0.4,decrease_wrong_confidence,0,D,D,B,1,0,0.5410639478449963,0.5255814265218435,0.5255814265218435,0.02590600965759402,0.028293444335107023,1,0,0,0.1859434562570577,0.028293444335107023,0.26018167288599175,0.5255814265218435,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,temperature_1.25,0.0,temperature_rescale,0,D,D,B,1,0,0.5410639478449963,0.4884404173003032,0.4884404173003032,0.02590600965759402,0.04294702989061609,1,0,0,0.205530099607013,0.04294702989061609,0.2630824532020678,0.4884404173003032,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,temperature_1.5,0.0,temperature_rescale,0,D,D,B,1,0,0.5410639478449963,0.45145152326100896,0.45145152326100896,0.02590600965759402,0.05952678219686945,1,0,0,0.21944767737523488,0.05952678219686945,0.2695740171668867,0.45145152326100896,wrong_high
Qwen/Qwen2.5-0.5B,0,math,12,temperature_2,0.0,temperature_rescale,0,D,D,B,1,0,0.5410639478449963,0.4031846348837852,0.4031846348837852,0.02590600965759402,0.08822261694635411,1,0,0,0.2347166361835372,0.08822261694635411,0.2738761119863234,0.4031846348837852,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,accessible_rho,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5324451554117748,0.5324451554117748,0.20518415996029216,0.20527589380061023,0,0,0,0.5324451554117748,0.20527589380061023,0.20527589380061023,0.05700305698700473,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,accessible_rho,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5324451554117748,0.5324451554117748,0.20518415996029216,0.20527589380061023,0,0,0,0.5324451554117748,0.20527589380061023,0.20527589380061023,0.05700305698700473,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,accessible_rho,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5285534599232743,0.5285534599232743,0.20518415996029216,0.20698450890544418,1,0,0,0.5285534599232743,0.20698450890544418,0.20698450890544418,0.05747752226583727,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,accessible_rho,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5259851107354969,0.5259851107354969,0.20518415996029216,0.20922242191020565,1,0,0,0.5259851107354969,0.20922242191020565,0.20759424010555907,0.05719822724873844,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,low_rho,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.531338782779946,0.531338782779946,0.20518415996029216,0.2080752570082283,1,0,0,0.531338782779946,0.2080752570082283,0.20325519887112325,0.057330761340702495,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,low_rho,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5267827344207762,0.5267827344207762,0.20518415996029216,0.21283946474124,1,0,0,0.5267827344207762,0.21283946474124,0.20309283603740522,0.05728496480057862,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,low_rho,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5268370477168911,0.5268370477168911,0.20518415996029216,0.21790927214907443,1,0,0,0.5268370477168911,0.21790927214907443,0.19840865013251396,0.05684503000152044,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,low_rho,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.517061513624538,0.517061513624538,0.20518415996029216,0.23305788339392425,1,0,0,0.517061513624538,0.23305788339392425,0.19321177155505556,0.056668831426482255,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,projected_gradient,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5207601182994002,0.5207601182994002,0.20518415996029216,0.21040610786020042,1,0,0,0.5207601182994002,0.21040610786020042,0.21040610786020042,0.05842766598019905,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,projected_gradient,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5045240446854913,0.5045240446854913,0.20518415996029216,0.2169930876932771,1,0,0,0.5045240446854913,0.2169930876932771,0.21869498557318276,0.05978788204804882,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,projected_gradient,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.47679964671983216,0.47679964671983216,0.20518415996029216,0.22877097062357726,1,0,0,0.47679964671983216,0.22877097062357726,0.23237358920205062,0.06205579345454002,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,projected_gradient,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.4225139970266355,0.4225139970266355,0.20518415996029216,0.25033125863172734,1,0,0,0.4225139970266355,0.25033125863172734,0.2603033223095139,0.0668514220321232,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,random_activation,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5313521219573736,0.5313521219573736,0.20518415996029216,0.20646118555747842,1,0,0,0.5313521219573736,0.20646118555747842,0.2048544918646068,0.05733220062054122,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,random_activation,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5313521219573736,0.5313521219573736,0.20518415996029216,0.20646118555747842,1,0,0,0.5313521219573736,0.20646118555747842,0.2048544918646068,0.05733220062054122,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,random_activation,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5304997713207227,0.5304997713207227,0.20518415996029216,0.20612999779011737,1,0,0,0.5304997713207227,0.20612999779011737,0.20612999779011737,0.057240233099042484,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,random_activation,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5287899843132372,0.5287899843132372,0.20518415996029216,0.20707713318739995,1,0,0,0.5287899843132372,0.20707713318739995,0.20707713318739995,0.05705574931196274,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,standard_delta_pca,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5324451554117748,0.5324451554117748,0.20518415996029216,0.20527589380061023,0,0,0,0.5324451554117748,0.20527589380061023,0.20527589380061023,0.05700305698700473,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,standard_delta_pca,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5324451554117748,0.5324451554117748,0.20518415996029216,0.20527589380061023,0,0,0,0.5324451554117748,0.20527589380061023,0.20527589380061023,0.05700305698700473,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,standard_delta_pca,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5313521219573736,0.5313521219573736,0.20518415996029216,0.20646118555747842,1,0,0,0.5313521219573736,0.20646118555747842,0.2048544918646068,0.05733220062054122,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,standard_delta_pca,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.5322072159345164,0.5279325552791819,0.5279325552791819,0.20518415996029216,0.2083628517296195,1,0,0,0.5279325552791819,0.2083628517296195,0.20674135915318786,0.056963233838010656,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,temperature_1.25,0.0,temperature_rescale,0,A,A,B,1,0,0.5322072159345164,0.4758675833472058,0.4758675833472058,0.20518415996029216,0.22199161908384396,1,0,0,0.4758675833472058,0.22199161908384396,0.22199161908384396,0.0801491784851063,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,temperature_1.5,0.0,temperature_rescale,0,A,A,B,1,0,0.5322072159345164,0.4374312731977133,0.4374312731977133,0.20518415996029216,0.23171378783896832,1,0,0,0.4374312731977133,0.23171378783896832,0.23171378783896832,0.09914115112435004,wrong_high
Qwen/Qwen2.5-0.5B,0,math,23,temperature_2,0.0,temperature_rescale,0,A,A,B,1,0,0.5322072159345164,0.38905849131570897,0.38905849131570897,0.20518415996029216,0.241571910688381,1,0,0,0.38905849131570897,0.241571910688381,0.241571910688381,0.12779768730752922,wrong_high
Qwen/Qwen2.5-0.5B,1,math,12,accessible_rho,0.05,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4444279428311818,0.4444279428311818,0.18126106970890243,0.18097346773956838,1,0,0,0.18097346773956838,0.03251018934304592,0.34208840008620384,0.4444279428311818,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,accessible_rho,0.1,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.44530772236027116,0.44530772236027116,0.18126106970890243,0.1806247733587542,0,0,0,0.1806247733587542,0.03263823011163401,0.3414292741693405,0.44530772236027116,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,accessible_rho,0.2,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4436068898562886,0.4436068898562886,0.18126106970890243,0.1806391305169407,1,0,0,0.1806391305169407,0.03296114396261054,0.3427928356641601,0.4436068898562886,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,accessible_rho,0.4,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4443119830112461,0.4443119830112461,0.18126106970890243,0.18022088367705555,1,0,0,0.18022088367705555,0.033467990685373004,0.3419991426263254,0.4443119830112461,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,low_rho,0.05,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.44539265003115647,0.44539265003115647,0.18126106970890243,0.18065922154039415,0,0,0,0.18065922154039415,0.03245373795509889,0.3414943904733506,0.44539265003115647,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,low_rho,0.1,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.44434550340199075,0.44434550340199075,0.18126106970890243,0.17953181249997807,1,0,0,0.17953181249997807,0.03275909212331608,0.34336359197471517,0.44434550340199075,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,low_rho,0.2,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4439169286516474,0.4439169286516474,0.18126106970890243,0.1786593995287085,1,0,0,0.1786593995287085,0.033048665831418876,0.3443750059882253,0.4439169286516474,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,low_rho,0.4,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.44230182363592574,0.44230182363592574,0.18126106970890243,0.17662410220606004,1,0,0,0.17662410220606004,0.033907395025448935,0.34716667913256527,0.44230182363592574,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,projected_gradient,0.05,decrease_wrong_confidence,0,D,C,A,0,0,0.4451342251010738,0.3870305523735308,0.3810301998239762,0.18126106970890243,0.198449545031315,1,0,0,0.198449545031315,0.03348970277117814,0.3870305523735308,0.3810301998239762,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,projected_gradient,0.1,decrease_wrong_confidence,0,D,C,A,0,0,0.4451342251010738,0.4302531094652118,0.32098837649490775,0.18126106970890243,0.21466124097983483,1,0,0,0.21466124097983483,0.034097273060045646,0.4302531094652118,0.32098837649490775,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,projected_gradient,0.2,decrease_wrong_confidence,0,D,C,A,0,0,0.4451342251010738,0.5097066905100868,0.21751611584622027,0.18126106970890243,0.23889471781137933,1,0,0,0.23889471781137933,0.033882475832313734,0.5097066905100868,0.21751611584622027,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,projected_gradient,0.4,decrease_wrong_confidence,0,D,C,A,0,0,0.4451342251010738,0.6256941304687672,0.08736647625607544,0.18126106970890243,0.2577893793000529,1,0,0,0.2577893793000529,0.02915001397510443,0.6256941304687672,0.08736647625607544,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,random_activation,0.05,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.44224170687717607,0.44224170687717607,0.18126106970890243,0.1822059846255086,1,0,0,0.1822059846255086,0.032476880135849026,0.34307542836146643,0.44224170687717607,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,random_activation,0.1,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.44090728429811193,0.44090728429811193,0.18126106970890243,0.183080942474671,1,0,0,0.183080942474671,0.0326328349539609,0.3433789382732561,0.44090728429811193,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,random_activation,0.2,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4359713049296465,0.4359713049296465,0.18126106970890243,0.186049715717491,1,0,0,0.186049715717491,0.033097290691143554,0.344881688661719,0.4359713049296465,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,random_activation,0.4,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4268381946856058,0.4268381946856058,0.18126106970890243,0.19089384844594795,1,0,0,0.19089384844594795,0.033892775556656436,0.34837518131178996,0.4268381946856058,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,standard_delta_pca,0.05,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4434071367548538,0.4434071367548538,0.18126106970890243,0.18126447318021977,1,0,0,0.18126447318021977,0.03268991163380138,0.34263847843112494,0.4434071367548538,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,standard_delta_pca,0.1,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4411140650118064,0.4411140650118064,0.18126106970890243,0.18103284752202373,1,0,0,0.18103284752202373,0.03296853074906209,0.34488455671710777,0.4411140650118064,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,standard_delta_pca,0.2,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4370658922328529,0.4370658922328529,0.18126106970890243,0.18219617056877635,1,0,0,0.18219617056877635,0.03363714094910145,0.3471007962492692,0.4370658922328529,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,standard_delta_pca,0.4,decrease_wrong_confidence,0,D,D,A,1,0,0.4451342251010738,0.4292902269312038,0.4292902269312038,0.18126106970890243,0.18248435801545296,1,0,0,0.18248435801545296,0.035100906622704126,0.3531245084306392,0.4292902269312038,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,temperature_1.25,0.0,temperature_rescale,0,D,D,A,1,0,0.4451342251010738,0.4134675803051569,0.4134675803051569,0.18126106970890243,0.20150800512369604,1,0,0,0.20150800512369604,0.05071093705094382,0.33431347752020313,0.4134675803051569,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,temperature_1.5,0.0,temperature_rescale,0,D,D,A,1,0,0.4451342251010738,0.39045814866676365,0.39045814866676365,0.18126106970890243,0.21451130833613402,1,0,0,0.21451130833613402,0.06793985803465737,0.327090684962445,0.39045814866676365,wrong_low
Qwen/Qwen2.5-0.5B,1,math,12,temperature_2,0.0,temperature_rescale,0,D,D,A,1,0,0.4451342251010738,0.3593031589424706,0.3593031589424706,0.18126106970890243,0.22928086483125215,1,0,0,0.22928086483125215,0.09679961805059693,0.31461635817568034,0.3593031589424706,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,accessible_rho,0.05,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.45904048748743,0.45904048748743,0.45809189777620546,0.45904048748743,0,1,0,0.45904048748743,0.4019492810849684,0.04203545438469812,0.09697477704290335,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,accessible_rho,0.1,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.46370808438991895,0.46370808438991895,0.45809189777620546,0.46370808438991895,0,1,0,0.46370808438991895,0.3966305432175931,0.04246287759033879,0.09719849480214923,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,accessible_rho,0.2,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.47106520033525184,0.47106520033525184,0.45809189777620546,0.47106520033525184,0,1,0,0.47106520033525184,0.3874876642226101,0.043474911040767894,0.09797222440137006,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,accessible_rho,0.4,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4868037826908942,0.4868037826908942,0.45809189777620546,0.4868037826908942,0,1,0,0.4868037826908942,0.3674587735731378,0.04527980519281235,0.10045763854315569,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,low_rho,0.05,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4563014660046068,0.4563014660046068,0.45809189777620546,0.4563014660046068,0,0,0,0.4563014660046068,0.40584292509359726,0.04145946490946796,0.09639614399232789,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,low_rho,0.1,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.45774716645423186,0.45774716645423186,0.45809189777620546,0.45774716645423186,0,0,0,0.45774716645423186,0.4039604565627349,0.04159082097892277,0.09670155600411053,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,low_rho,0.2,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.45968697424750327,0.45968697424750327,0.45809189777620546,0.45968697424750327,0,1,0,0.45968697424750327,0.4025153638064833,0.04144203761870329,0.09635562432731014,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,low_rho,0.4,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4627237966509665,0.4627237966509665,0.45809189777620546,0.4627237966509665,0,1,0,0.4627237966509665,0.3988928460549006,0.041391180410301286,0.0969921768838316,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,projected_gradient,0.05,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.47024195139692937,0.47024195139692937,0.45809189777620546,0.47024195139692937,0,1,0,0.47024195139692937,0.3959834242608695,0.04045225348966786,0.09332237085253342,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,projected_gradient,0.1,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.48242449999836706,0.48242449999836706,0.45809189777620546,0.48242449999836706,0,1,0,0.48242449999836706,0.3876389758493462,0.03929164621781335,0.09064487793447343,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,projected_gradient,0.2,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.5082960158470252,0.5082960158470252,0.45809189777620546,0.5082960158470252,0,1,0,0.5082960158470252,0.3689833371442119,0.03710962931591244,0.08561101769285047,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,projected_gradient,0.4,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.5602336723528375,0.5602336723528375,0.45809189777620546,0.5602336723528375,0,1,0,0.5602336723528375,0.3319274658707212,0.032609510167330706,0.07522935160911062,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,random_activation,0.05,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4563014660046068,0.4563014660046068,0.45809189777620546,0.4563014660046068,0,0,0,0.4563014660046068,0.40584292509359726,0.04145946490946796,0.09639614399232789,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,random_activation,0.1,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4563014660046068,0.4563014660046068,0.45809189777620546,0.4563014660046068,0,0,0,0.4563014660046068,0.40584292509359726,0.04145946490946796,0.09639614399232789,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,random_activation,0.2,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4548536370793852,0.4548536370793852,0.45809189777620546,0.4548536370793852,0,0,0,0.4548536370793852,0.40772816514488813,0.04132791544712296,0.09609028232860377,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,random_activation,0.4,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4498719974253897,0.4498719974253897,0.45809189777620546,0.4498719974253897,0,0,0,0.4498719974253897,0.4128257504281424,0.04151897668068468,0.09578327546578312,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,standard_delta_pca,0.05,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.45470624911498436,0.45470624911498436,0.45809189777620546,0.45470624911498436,0,0,0,0.45470624911498436,0.40759604742747146,0.041638557630787415,0.0960591458267566,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,standard_delta_pca,0.1,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4566440224242222,0.4566440224242222,0.45809189777620546,0.4566440224242222,0,0,0,0.4566440224242222,0.40614760108020675,0.04149058952097296,0.09571778697459822,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,standard_delta_pca,0.2,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.45519402229737826,0.45519402229737826,0.45809189777620546,0.45519402229737826,0,0,0,0.45519402229737826,0.4080332844823214,0.041358842783659165,0.0954138504366412,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,standard_delta_pca,0.4,increase_correct_confidence,1,A,A,A,1,1,0.45809189777620546,0.4516596785560686,0.4516596785560686,0.45809189777620546,0.4516596785560686,0,0,0,0.4516596785560686,0.4112408171428761,0.041683962924776184,0.09541554137627897,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,temperature_1.25,0.0,temperature_rescale,1,A,A,A,1,1,0.45809189777620546,0.4276917490695213,0.4276917490695213,0.45809189777620546,0.4276917490695213,0,0,0,0.4276917490695213,0.3869914979433492,0.06278101530118695,0.12253573768594259,wrong_low
Qwen/Qwen2.5-0.5B,1,math,23,temperature_1.5,0.0,temperature_rescale,1,A,A,A,1,1,0.45809189777620546,0.40403755822354964,0.40403755822354964,0.45809189777620546,0.40403755822354964,0,0,0,0.40403755822354964,0.3717324987440469,0.08165879309985813,0.14257114993254544,wrong_low
