model,item_id,task_type,layer,method,eps,objective,correct_before,pred_before,pred_after,gold,answer_preserved,correct_after,confidence_before,confidence_after,same_answer_confidence_after,gold_probability_before,gold_probability_after,wrong_confidence_reduced,correct_confidence_increased,overcorrection,semantic_drift_proxy,p_after_A,p_after_B,p_after_C,p_after_D,outcome_group
distilgpt2,0,math,5,random_activation,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.9996365780263013,0.9996317540295354,0.9996317540295354,7.482462708794785e-05,7.96500165527496e-05,1,0,0,3.769222195729351e-08,0.9996317540295354,7.96500165527496e-05,0.00014880582143408404,0.00013979013247786805,wrong_high
distilgpt2,0,math,5,random_activation,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.9996365780263013,0.9996317540295354,0.9996317540295354,7.482462708794785e-05,7.96500165527496e-05,1,0,0,3.769222195729351e-08,0.9996317540295354,7.96500165527496e-05,0.00014880582143408404,0.00013979013247786805,wrong_high
distilgpt2,0,math,5,standard_delta_pca,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.9996365780263013,0.9996317540295354,0.9996317540295354,7.482462708794785e-05,7.96500165527496e-05,1,0,0,3.769222195729351e-08,0.9996317540295354,7.96500165527496e-05,0.00014880582143408404,0.00013979013247786805,wrong_high
distilgpt2,0,math,5,standard_delta_pca,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.9996365780263013,0.9996365780263013,0.9996365780263013,7.482462708794785e-05,7.482462708794785e-05,0,0,0,0.0,0.9996365780263013,7.482462708794785e-05,0.00014880653953732402,0.00013979080707343213,wrong_high
distilgpt2,0,math,5,standard_delta_pca,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.9996365780263013,0.9996455905635047,0.9996455905635047,7.482462708794785e-05,7.482530169284946e-05,0,0,0,7.041410832080856e-08,0.9996455905635047,7.482530169284946e-05,0.00013979206740131242,0.00013979206740131242,wrong_high
distilgpt2,0,math,5,standard_delta_pca,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.9996365780263013,0.9996455905635047,0.9996455905635047,7.482462708794785e-05,7.482530169284946e-05,0,0,0,7.041410832080856e-08,0.9996455905635047,7.482530169284946e-05,0.00013979206740131242,0.00013979206740131242,wrong_high
distilgpt2,0,math,5,temperature_1.25,0.0,temperature_rescale,0,A,A,B,1,0,0.9996365780263013,0.9978118332597491,0.9978118332597491,7.482462708794785e-05,0.0004993563622588452,1,0,0,0.00036271289112062147,0.9978118332597491,0.0004993563622588452,0.0008655109218764284,0.0008232994561155969,wrong_high
distilgpt2,0,math,5,temperature_1.5,0.0,temperature_rescale,0,A,A,B,1,0,0.9996365780263013,0.9927735383544959,0.9927735383544959,7.482462708794785e-05,0.0017632686015826857,1,0,0,0.0019075691997838624,0.9927735383544959,0.0017632686015826857,0.0027884965510086594,0.002674696492912702,wrong_high
distilgpt2,0,math,5,temperature_2,0.0,temperature_rescale,0,A,A,B,1,0,0.9996365780263013,0.9683560547575794,0.9683560547575794,7.482462708794785e-05,0.008377921433858971,1,0,0,0.010224510666329466,0.9683560547575794,0.008377921433858971,0.011814762924590064,0.011451260883971618,wrong_high
distilgpt2,1,math,3,accessible_rho,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9506624013637407,0.9506624013637407,0.0027996192189817816,0.00284242910771014,1,0,0,8.524965476694891e-07,0.9506624013637407,0.00284242910771014,0.020356677814897386,0.026138491713651717,wrong_high
distilgpt2,1,math,3,accessible_rho,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9495276611451559,0.9495276611451559,0.0027996192189817816,0.002883744612150378,1,0,0,7.86779248101359e-06,0.9495276611451559,0.002883744612150378,0.02065256783740262,0.026936026405291157,wrong_high
distilgpt2,1,math,3,accessible_rho,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9487735534541418,0.9487735534541418,0.0027996192189817816,0.0029268306676073497,1,0,0,1.5519334857768004e-05,0.9487735534541418,0.0029268306676073497,0.020961138048308937,0.027338477829941907,wrong_high
distilgpt2,1,math,3,accessible_rho,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9460658808012015,0.9460658808012015,0.0027996192189817816,0.003011120317647068,1,0,0,6.821065214282528e-05,0.9460658808012015,0.003011120317647068,0.02190439295076713,0.029018605930384297,wrong_high
distilgpt2,1,math,3,low_rho,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9506624013637407,0.9506624013637407,0.0027996192189817816,0.00284242910771014,1,0,0,8.524965476694891e-07,0.9506624013637407,0.00284242910771014,0.020356677814897386,0.026138491713651717,wrong_high
distilgpt2,1,math,3,low_rho,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9510044480071789,0.9510044480071789,0.0027996192189817816,0.0027993681744167952,1,0,0,1.4074423661798692e-06,0.9510044480071789,0.0027993681744167952,0.02004828752186117,0.026147896296542936,wrong_high
distilgpt2,1,math,3,low_rho,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9506130146080092,0.9506130146080092,0.0027996192189817816,0.0027982159545693113,1,0,0,3.776475974235922e-06,0.9506130146080092,0.0027982159545693113,0.020040035647383967,0.026548733790037436,wrong_high
distilgpt2,1,math,3,low_rho,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9494713726922804,0.9494713726922804,0.0027996192189817816,0.0028388679964691573,1,0,0,1.2682314598537621e-05,0.9494713726922804,0.0028388679964691573,0.020331174137778737,0.027358585173471568,wrong_high
distilgpt2,1,math,3,projected_gradient,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9477349342190728,0.9477349342190728,0.0027996192189817816,0.0029236266758665393,1,0,0,2.9855580212440882e-05,0.9477349342190728,0.0029236266758665393,0.021602841520307992,0.027738597584752715,wrong_high
distilgpt2,1,math,3,projected_gradient,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9433293510599619,0.9433293510599619,0.0027996192189817816,0.0030977172846943395,1,0,0,0.00015299218446955293,0.9433293510599619,0.0030977172846943395,0.02324965935362533,0.030323272301718655,wrong_high
distilgpt2,1,math,3,projected_gradient,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9358623710492241,0.9358623710492241,0.0027996192189817816,0.0033752467278104067,1,0,0,0.0005514508831438647,0.9358623710492241,0.0033752467278104067,0.02613677760696814,0.0346256046159973,wrong_high
distilgpt2,1,math,3,projected_gradient,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9164184834188156,0.9164184834188156,0.0027996192189817816,0.004049519045921127,1,0,0,0.002474807964667163,0.9164184834188156,0.004049519045921127,0.033906207847716516,0.04562578968754676,wrong_high
distilgpt2,1,math,3,random_activation,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9506624013637407,0.9506624013637407,0.0027996192189817816,0.00284242910771014,1,0,0,8.524965476694891e-07,0.9506624013637407,0.00284242910771014,0.020356677814897386,0.026138491713651717,wrong_high
distilgpt2,1,math,3,random_activation,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9503577442027923,0.9503577442027923,0.0027996192189817816,0.002841518199294166,1,0,0,1.4296534016361716e-06,0.9503577442027923,0.002841518199294166,0.020670622442191953,0.026130115155721657,wrong_high
distilgpt2,1,math,3,random_activation,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9499243537180255,0.9499243537180255,0.0027996192189817816,0.002884949379653742,1,0,0,3.9752460907276316e-06,0.9499243537180255,0.002884949379653742,0.020661196043411812,0.026529500858908966,wrong_high
distilgpt2,1,math,3,random_activation,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.94917585576826,0.94917585576826,0.0027996192189817816,0.0029280717126874156,1,0,0,1.0033357077193772e-05,0.94917585576826,0.0029280717126874156,0.020970026064119122,0.026926046454933357,wrong_high
distilgpt2,1,math,3,standard_delta_pca,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9506624013637407,0.9506624013637407,0.0027996192189817816,0.00284242910771014,1,0,0,8.524965476694891e-07,0.9506624013637407,0.00284242910771014,0.020356677814897386,0.026138491713651717,wrong_high
distilgpt2,1,math,3,standard_delta_pca,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9495276611451559,0.9495276611451559,0.0027996192189817816,0.002883744612150378,1,0,0,7.86779248101359e-06,0.9495276611451559,0.002883744612150378,0.02065256783740262,0.026936026405291157,wrong_high
distilgpt2,1,math,3,standard_delta_pca,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9487735534541418,0.9487735534541418,0.0027996192189817816,0.0029268306676073497,1,0,0,1.5519334857768004e-05,0.9487735534541418,0.0029268306676073497,0.020961138048308937,0.027338477829941907,wrong_high
distilgpt2,1,math,3,standard_delta_pca,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.951089733144065,0.9460658808012015,0.9460658808012015,0.0027996192189817816,0.003011120317647068,1,0,0,6.821065214282528e-05,0.9460658808012015,0.003011120317647068,0.02190439295076713,0.029018605930384297,wrong_high
distilgpt2,1,math,3,temperature_1.25,0.0,temperature_rescale,0,A,A,B,1,0,0.951089733144065,0.8998083380939255,0.8998083380939255,0.0027996192189817816,0.008496733393395512,1,0,0,0.004953390978083501,0.8998083380939255,0.008496733393395512,0.041561812751295606,0.05013311576138339,wrong_high
distilgpt2,1,math,3,temperature_1.5,0.0,temperature_rescale,0,A,A,B,1,0,0.951089733144065,0.8418899356108863,0.8418899356108863,0.0027996192189817816,0.017291803813415507,1,0,0,0.017154290626403897,0.8418899356108863,0.017291803813415507,0.06491958095897085,0.07589867961672735,wrong_high
distilgpt2,1,math,3,temperature_2,0.0,temperature_rescale,0,A,A,B,1,0,0.951089733144065,0.7325400548647988,0.7325400548647988,0.0027996192189817816,0.03974386628131685,1,0,0,0.04956207998929103,0.7325400548647988,0.03974386628131685,0.10719429423554379,0.12052178461834046,wrong_high
distilgpt2,1,math,5,accessible_rho,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989426135704726,0.9989426135704726,0.00020325322431841427,0.00020325322431841427,0,0,0,0.0,0.9989426135704726,0.00020325322431841427,0.000519025290936802,0.00033510791427215415,wrong_high
distilgpt2,1,math,5,accessible_rho,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,accessible_rho,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,accessible_rho,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,low_rho,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,low_rho,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,low_rho,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989426135704726,0.9989426135704726,0.00020325322431841427,0.00020325322431841427,0,0,0,0.0,0.9989426135704726,0.00020325322431841427,0.000519025290936802,0.00033510791427215415,wrong_high
distilgpt2,1,math,5,low_rho,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989740274602839,0.9989740274602839,0.00020325322431841427,0.00020325961605133843,0,0,0,2.455133808681545e-07,0.9989740274602839,0.00020325961605133843,0.0004875944712067939,0.00033511845245818287,wrong_high
distilgpt2,1,math,5,projected_gradient,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,projected_gradient,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,projected_gradient,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9988605574640355,0.9988605574640355,0.00020325322431841427,0.00023029715787222044,1,0,0,8.520000508034764e-07,0.9988605574640355,0.00023029715787222044,0.00055245416229051,0.0003566912158018233,wrong_high
distilgpt2,1,math,5,projected_gradient,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9987248265741553,0.9987248265741553,0.00020325322431841427,0.00024511673606772243,1,0,0,5.096944700494966e-06,0.9987248265741553,0.00024511673606772243,0.0006259275132173287,0.00040412917655944326,wrong_high
distilgpt2,1,math,5,random_activation,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,random_activation,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,random_activation,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,random_activation,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989426135704726,0.9989426135704726,0.00020325322431841427,0.00020325322431841427,0,0,0,0.0,0.9989426135704726,0.00020325322431841427,0.000519025290936802,0.00033510791427215415,wrong_high
distilgpt2,1,math,5,standard_delta_pca,0.05,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989943108416008,0.9989943108416008,0.00020325322431841427,0.00020326374307785302,0,0,0,4.039015346163413e-07,0.9989943108416008,0.00020326374307785302,0.0004876043714287373,0.00031482104389276276,wrong_high
distilgpt2,1,math,5,standard_delta_pca,0.1,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989295188963697,0.9989295188963697,0.00020325322431841427,0.00021635909485621878,1,0,0,1.0237296233521082e-07,0.9989295188963697,0.00021635909485621878,0.000519018487275667,0.00033510352149836804,wrong_high
distilgpt2,1,math,5,standard_delta_pca,0.2,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989943108416008,0.9989943108416008,0.00020325322431841427,0.00020326374307785302,0,0,0,4.039015346163413e-07,0.9989943108416008,0.00020326374307785302,0.0004876043714287373,0.00031482104389276276,wrong_high
distilgpt2,1,math,5,standard_delta_pca,0.4,decrease_wrong_confidence,0,A,A,B,1,0,0.9989426135704726,0.9989943108416008,0.9989943108416008,0.00020325322431841427,0.00020326374307785302,0,0,0,4.039015346163413e-07,0.9989943108416008,0.00020326374307785302,0.0004876043714287373,0.00031482104389276276,wrong_high
