domain,policy,fold_id,sample_id,deferred,intervened,automatic,auto_correct,error_not_deferred,preserved_when_no_change_needed,safe_decision,false_intervention,near_miss_surrogate,human_review_cost,compute_sensor_budget,output_drift,entropy_drop_after_intervention
medical_breast_cancer,gradient_human_review,0,179,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,179,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,179,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,183,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,183,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,183,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,183,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,186,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,186,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,186,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,186,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,189,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,189,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,189,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,189,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,191,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,191,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,191,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,191,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,196,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,196,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,196,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,196,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,206,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,206,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,206,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,206,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,214,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,214,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,214,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,214,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,216,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,216,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,216,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,216,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,219,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,219,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,219,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,219,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,227,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,227,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,227,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,5.397337372414768e-05,0.0005839657009971688
medical_breast_cancer,rho_guided_guarded_refine,0,227,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,5.397337372414768e-05,0.0005839657009971688
medical_breast_cancer,entropy_human_review,0,229,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,229,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,229,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,229,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,241,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,241,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,241,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,241,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,244,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,244,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,244,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,244,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,245,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,245,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,245,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,245,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,254,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,254,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,254,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,254,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,257,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,257,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,257,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,257,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,259,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,259,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,259,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,259,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,260,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,260,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,260,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,260,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,265,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,265,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,265,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,265,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,266,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,266,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,266,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,266,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,267,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,0,267,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,0,267,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,0,267,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,0,269,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
